dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold,Year,Cluster_Type
BUNDIBUGYO,Bundibugyo,"263,800",263800,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,Tooro,Bundibugyo District,39,25,64,14986,8470,23456,28669,14372,43041,9003,6575,15578,11791,10313,22104,38,137,175,14760,8344,23104,28169,14121,42290,11672,10176,21848,8884,6496,15380,102797,38,25,63,14850,8397,23247,121076,297102,418178,11729,10211,21940,8927,6523,15450,649,1240,1889,64488,39755,104243,10058,10338,20396,850,251951.3187,296.4133162,0.6852,0,408.0034212,BUNDIBUGYO,-0.193218941,-1.445360766,0.016,4,True,-0.719826156,0.013,False,True,2021,Low-Low
KALAKI,Kalaki,"138,700",138700,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KALAKI,KALAKI,Teso,Kalaki District,28,30,58,9893,4410,14303,9176,3183,12359,6027,4868,10895,6082,5911,11993,28,30,58,9893,4410,14303,9176,3183,12359,6082,5911,11993,6027,4868,10895,49608,28,30,58,9655,4269,13924,73740,150258,223998,5969,5789,11758,5845,4724,10569,563,1301,1864,31206,18402,49608,2660,5941,8601,658,136457.3207,207.3819463,0,0,363.5422398,KALAKI,0.032617831,0.736741806,0.165,1,False,0.292973081,0.166,False,False,2021,Not Significant
BUIKWE,Buikwe,"474,100",474100,BUIKWE,BUIKWE,BUIKWE,BUIKWE,BUIKWE,BUIKWE,North Central,Buikwe District,76,61,137,20672,16160,36832,30087,20703,50790,14009,11792,25801,15731,14185,29916,46,48,94,19713,15540,35253,28285,19889,48174,14924,13513,28437,13420,11273,24693,136651,48,47,95,19678,15504,35182,28070,19819,47889,14883,52093,66976,13417,11275,24692,1077,2773,3850,80575,62901,143476,15807,14246,30053,1270,499032.9978,392.9393684,0.2827,0,273.8315915,BUIKWE,0.171293007,0.747405178,0.216,3,False,-0.34590746,0.205,False,False,2022,Not Significant
LUWERO,Luwero,"523,600",523600,LUWERO,LUWERO,LUWERO,LUWERO,LUWERO,LUWERO,North Central,Luwero District,214,142,356,27548,25506,53054,32972,20267,53239,16291,15528,31819,15974,15719,31693,199,136,335,26589,23819,50408,31108,19751,50859,15069,14715,29784,15772,15080,30852,162238,192,127,319,26191,23397,49588,31850,19292,51142,14880,51713,66593,15482,15606,31088,3636,2655,6291,92999,77162,170161,16188,15861,32049,2216,580465.3395,261.9428428,0.8271,0,279.496447,LUWERO,0.28310201,1.29456485,0.05,3,False,-0.589605284,0.05,False,False,2022,Not Significant
MUKONO,Mukono,"701,400",701400,MUKONO,MUKONO,MUKONO,MUKONO,MUKONO,MUKONO,North Central,Mukono District,132,115,247,22252,18930,41182,36086,21767,57853,14127,12856,26983,14127,13701,27828,107,100,207,21558,18450,40008,33572,20403,53975,13267,12992,26259,13593,12333,25926,146375,107,99,206,21254,18145,39399,32826,19991,52817,12998,48499,61497,13352,12128,25480,877,3222,4099,86724,67369,154093,14259,13816,28075,1831,850477.2084,464.4878255,0.2835,0,172.1092565,MUKONO,0.521394639,1.739586351,0.015,3,True,-0.646747975,0.01,False,True,2022,Low-Low
KABAROLE,Kabarole,"337,800",337800,KABAROLE,KABAROLE,KABAROLE,KABAROLE,KABAROLE,KABAROLE,Tooro,Kabarole District,22,24,46,6806,5873,12679,13313,10187,23500,4066,3857,7923,4103,3712,7815,15,11,26,5590,4929,10519,10724,8376,19100,3274,2952,6226,3427,3376,6803,42674,15,11,26,5559,4913,10472,10717,8477,19194,3223,15439,18662,3367,3303,6670,89,269,358,28310,23653,51963,4125,3736,7861,1184,223213.3823,188.5248161,0.6833,0,191.1802938,KABAROLE,0.278740628,0.988879544,0.127,3,False,-0.374715602,0.144,False,False,2022,Not Significant
KITAGWENDA,Kitagwenda,"178,300",178300,KAMWENGE,KAMWENGE,KAMWENGE,KAMWENGE,KITAGWENDA,KITAGWENDA,Tooro,Kitagwenda District,25,19,44,8784,7235,16019,12738,7102,19840,4102,3527,7629,4338,3854,8192,24,18,42,8733,7191,15924,12621,6859,19480,4263,3796,8059,4055,3496,7551,51056,24,18,42,8723,7189,15912,12597,6960,19557,4260,16398,20658,4053,3501,7554,637,1094,1731,29987,21737,51724,4363,3873,8236,677,175865.7034,259.7720877,0,0,290.3124317,KITAGWENDA,0.082551196,0.355400038,0.4,3,False,-0.186904332,0.385,False,False,2022,Not Significant
KABERAMAIDO,Kaberamaido,"132,700",132700,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,Teso,Kaberamaido District,10,10,20,22616,13841,36457,21356,7639,28995,11787,9333,21120,11444,10132,21576,8,10,18,21440,13067,34507,19502,7252,26754,10898,9598,20496,11425,8982,20407,102182,7,10,17,30111,13237,43348,19641,7334,26975,10920,30627,41547,11573,9089,20662,698,1514,2212,67213,40955,108168,11454,10142,21596,689,132954.885,192.9679028,1.6325,0,768.5464133,KABERAMAIDO,0.538726429,1.080183545,0.104,1,False,0.532837115,0.12,False,False,2022,Not Significant
KOLE,Kole,"284,300",284300,KOLE,KOLE,KOLE,KOLE,KOLE,KOLE,Lango,Kole District,26,14,40,21223,9991,31214,24421,7507,31928,9437,7029,16466,14151,12337,26488,26,14,40,21223,9970,31193,24221,7506,31727,14151,12337,26488,9437,7029,16466,105914,26,14,40,20829,9780,30609,23797,7359,31156,13894,35990,49884,9274,6909,16183,3066,6285,9351,69258,36878,106136,14177,12351,26528,1073,282378.5668,263.1673502,2.3031,0,375.0780422,KOLE,-0.020083577,-0.222817257,0.339,2,False,0.10560391,0.369,False,False,2022,Not Significant
KANUNGU,Kanungu,"277,300",277300,KANUNGU,KANUNGU,KANUNGU,KANUNGU,KANUNGU,KANUNGU,Kigezi,Kanungu District,19,20,39,12599,10652,23251,16858,11075,27933,5889,5111,11000,5986,5104,11090,19,20,39,12229,10323,22552,15984,10616,26600,5691,4855,10546,5715,4964,10679,70416,8,9,17,11893,10089,21982,15609,10422,26031,5534,22910,28444,5585,4829,10414,236,635,871,41351,31962,73313,6005,5124,11129,1275,297501.0911,233.3341891,0.8195,0,236.6915689,KANUNGU,0.698484069,2.043634896,0.001,3,True,-1.140123775,0.003,False,True,2022,Low-Low
KASESE,Kasese,"793,200",793200,KASESE,KASESE,KASESE,KASESE,KASESE,KASESE,Tooro,Kasese District,122,72,194,42728,37072,79800,67237,40941,108178,19512,16971,36483,20356,19257,39613,103,61,164,41148,35572,76720,57924,38585,96509,19357,18310,37667,18679,16261,34940,246000,110,89,199,41462,35828,77290,58379,39526,97905,19324,81876,101200,18774,16702,35476,833,1633,2466,149955,114313,264268,20478,19329,39807,2795,819394.1729,293.1642837,0.1699,0,300.2218079,KASESE,0.132213463,0.803325049,0.199,3,False,-0.318576258,0.224,False,False,2022,Not Significant
BUTALEJA,Butaleja,"300,500",300500,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,Bukedi,Butaleja District,315,258,573,31266,16576,47842,42053,13840,55893,24804,19747,44551,31893,28217,60110,309,252,561,29618,16202,45820,40973,13531,54504,31129,27567,58696,24358,19367,43725,203306,309,252,561,29030,15961,44991,42143,13413,55556,30598,77997,108595,23795,18897,42692,1289,2812,4101,130331,78638,208969,32208,28475,60683,655,297655.2835,454.4355474,0,0,683.025,BUTALEJA,0.225081361,0.763783615,0.174,1,False,0.300461041,0.205,False,False,2022,Not Significant
AGAGO,Agago,"251,200",251200,AGAGO,AGAGO,AGAGO,AGAGO,AGAGO,AGAGO,Acholi,Agago District,24,25,49,66729,39309,106038,63923,19430,83353,25713,19917,45630,27137,25047,52184,23,22,45,66427,39161,105588,61789,19221,81010,26946,24737,51683,25618,19859,45477,283803,23,22,45,66145,39030,105175,61485,19145,80630,26788,74984,101772,25483,19771,45254,1510,3253,4763,183526,103728,287254,27161,25072,52233,3493,289390.4829,82.8486925,2.9251,0,980.6922369,AGAGO,1.458076922,2.006054545,0.042,1,True,0.886568789,0.053,False,False,2022,Other
KOTIDO,Kotido,"206,500",206500,KOTIDO,KOTIDO,KOTIDO,KOTIDO,KOTIDO,KOTIDO,Karamoja,Kotido District,40,37,77,9009,6230,15239,22015,12450,34465,6856,5741,12597,23103,21205,44308,35,34,69,8513,5997,14510,20312,11173,31485,22393,20478,42871,6612,5386,11998,100933,35,35,70,8502,5969,14471,20281,11493,31774,21980,57722,79702,6479,5339,11818,192,955,1147,61023,45663,106686,23143,21242,44385,3610,211386.63,58.55585318,3.0352,0,477.4805294,KOTIDO,0.041384038,0.882822246,0.147,1,False,0.321385955,0.171,False,False,2022,Not Significant
BUGIRI,Bugiri,"480,400",480400,BUGIRI,BUGIRI,BUGIRI,BUGIRI,BUGIRI,BUGIRI,Busoga,Bugiri District,71,46,117,26836,15401,42237,41132,14241,55373,23628,19191,42819,30692,28567,59259,71,46,117,26664,15531,42195,40725,14091,54816,30512,28383,58895,23519,19067,42586,198609,71,46,117,26680,15335,42015,40813,14114,54927,30495,78846,109341,23459,19050,42509,2505,3281,5786,122359,77446,199805,30763,28613,59376,1033,459052.8011,444.3879972,0.5316,0,432.6495765,BUGIRI,-0.001196993,-0.342126109,0.305,2,False,0.124977395,0.311,False,False,2022,Not Significant
MANAFWA,Manafwa,"175,200",175200,MANAFWA,MANAFWA,MANAFWA,MANAFWA,MANAFWA,MANAFWA,Bugisu,Manafwa District,2,2,4,7426,5731,13157,12106,8002,20108,5490,5066,10556,9139,7911,17050,18,2,20,7307,5595,12902,11755,7659,19414,8974,7773,16747,5384,4895,10279,59362,2,2,4,7097,5398,12495,11428,7357,18785,8678,25727,34405,5142,4602,9744,896,1459,2355,34163,26712,60875,9141,7913,17054,237,178761.0267,754.2659352,0,0,332.0746199,MANAFWA,0.078096102,0.52304917,0.303,3,False,-0.245906623,0.329,False,False,2022,Not Significant
BUNDIBUGYO,Bundibugyo,"263,800",263800,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,Tooro,Bundibugyo District,27,26,53,24112,13528,37640,37753,18180,55933,14843,10860,25703,18800,16918,35718,25,26,51,24064,13480,37544,37823,18191,56014,18796,16908,35704,14845,10727,25572,154885,25,25,50,23795,13426,37221,37641,18094,55735,18723,57347,76070,14784,10786,25570,849,1526,2375,95535,59512,155047,18827,16944,35771,850,256156.3087,301.3603632,0.6852,0,604.6503433,BUNDIBUGYO,-0.373996008,-1.461100715,0.024,4,True,-0.712369632,0.026,False,True,2022,Low-Low
KALAKI,Kalaki,"138,700",138700,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KALAKI,KALAKI,Teso,Kalaki District,13,12,25,15709,8681,24390,14927,4731,19658,8402,6810,15212,9215,8448,17663,13,12,25,15709,8681,24390,14927,4731,19658,9215,8448,17663,8402,6810,15212,76948,13,12,25,15706,8679,24385,14908,4726,19634,9212,24305,33517,8393,6804,15197,445,769,1214,48266,28682,76948,9228,8460,17688,658,140747.2665,213.9016208,0,0,546.71044,KALAKI,0.151761962,1.091157341,0.109,1,False,0.444683505,0.11,False,False,2022,Not Significant
BUIKWE,Buikwe,"474,100",474100,BUIKWE,BUIKWE,BUIKWE,BUIKWE,BUIKWE,BUIKWE,North Central,Buikwe District,45,29,74,17694,14199,31893,25327,18444,43771,11219,9454,20673,12187,10953,23140,43,27,70,16559,13368,29927,22924,17217,40141,11319,10135,21454,10636,8970,19606,111198,8970,26,8996,8970,13160,22130,22209,16799,39008,26,9675,9701,10241,8677,18918,921,2402,3323,66472,53079,119551,10296,10982,21278,1270,509486.0215,401.1700957,0.2827,0,218.255252,BUIKWE,0.135081114,0.676892749,0.259,3,False,-0.2890775,0.291,False,False,2023,Not Significant
LUWERO,Luwero,"523,600",523600,LUWERO,LUWERO,LUWERO,LUWERO,LUWERO,LUWERO,North Central,Luwero District,96,78,174,26945,23808,50753,34620,20010,54630,14504,13661,28165,13839,13610,27449,71,47,118,26058,23206,49264,29202,18811,48013,13207,12749,25956,14131,13269,27400,150751,13269,39,13308,13269,22752,36021,28583,18409,46992,39,12545,12584,14157,13077,27234,998,2879,3877,90004,71167,161171,14232,13688,27920,2216,598086.216,269.8945018,0.8271,0,252.0556334,LUWERO,0.164661346,1.08954247,0.116,3,False,-0.477030993,0.122,False,False,2023,Not Significant
MUKONO,Mukono,"701,400",701400,MUKONO,MUKONO,MUKONO,MUKONO,MUKONO,MUKONO,North Central,Mukono District,396,317,713,20385,17163,37548,31340,20295,51635,13211,11580,24791,12221,11206,23427,201,204,405,18744,16039,34783,28604,18419,47023,10960,10139,21099,11644,10156,21800,125110,10156,179,10335,10156,15882,26038,28309,18254,46563,179,10065,10244,11626,10186,21812,882,3172,4054,77553,60561,138114,11375,11523,22898,1831,888979.0962,485.5156178,0.2835,0,140.7344678,MUKONO,0.430064704,1.582720295,0.035,3,True,-0.570618842,0.032,False,True,2023,Low-Low
KABAROLE,Kabarole,"337,800",337800,KABAROLE,KABAROLE,KABAROLE,KABAROLE,KABAROLE,KABAROLE,Tooro,Kabarole District,0,1,1,4967,4480,9447,9549,6911,16460,2796,2355,5151,2776,2506,5282,0,1,1,4701,4286,8987,9006,6500,15506,2609,2373,4982,2675,2242,4917,34393,2242,1,2243,2242,4145,6387,8730,6329,15059,1,2234,2235,2579,2150,4729,156,501,657,20088,16253,36341,728,2507,3235,1184,226762.4758,191.5223614,0.6833,0,151.6697147,KABAROLE,0.345177736,1.346926769,0.056,3,False,-0.484336583,0.074,False,False,2023,Not Significant
KITAGWENDA,Kitagwenda,"178,300",178300,KAMWENGE,KAMWENGE,KAMWENGE,KAMWENGE,KITAGWENDA,KITAGWENDA,Tooro,Kitagwenda District,8,6,14,6715,5435,12150,9627,5925,15552,3135,2722,5857,3206,2707,5913,8,6,14,6715,5435,12150,9609,5933,15542,3206,2804,6010,3135,2721,5856,39572,2721,6,2727,2721,5362,8083,9179,5695,14874,6,2663,2669,3076,2691,5767,324,753,1077,22691,16795,39486,1626,2713,4339,677,180349.2008,266.3946836,0,0,219.4187711,KITAGWENDA,0.105840574,0.49744945,0.343,3,False,-0.229298376,0.366,False,False,2023,Not Significant
KABERAMAIDO,Kaberamaido,"132,700",132700,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,Teso,Kaberamaido District,19,20,39,21896,12754,34650,19767,7537,27304,9139,7146,16285,9164,8186,17350,19,21,40,20717,12021,32738,18884,7155,26039,8847,7876,16723,8747,6866,15613,91153,6866,20,6886,6866,12125,18991,19292,7092,26384,20,7914,7934,8801,6876,15677,811,1623,2434,59985,35643,95628,7837,8206,16043,689,136911.5679,198.7105484,1.6325,0,665.7801192,KABERAMAIDO,0.546921015,0.893125674,0.167,1,False,0.468029505,0.128,False,False,2023,Not Significant
KOLE,Kole,"284,300",284300,KOLE,KOLE,KOLE,KOLE,KOLE,KOLE,Lango,Kole District,8,13,21,16692,7598,24290,17127,5584,22711,6570,4516,11086,8024,7011,15035,8,13,21,16690,7598,24288,17125,5583,22708,8021,7007,15028,6479,4494,10973,73018,4494,13,4507,4494,7525,12019,16966,5525,22491,13,6932,6945,6407,4452,10859,2695,5029,7724,48421,24722,73143,6398,7024,13422,1073,288278.1549,268.6655684,2.3031,0,253.2900907,KOLE,-0.041352699,-0.204338911,0.349,2,False,0.118217249,0.309,False,False,2023,Not Significant
KANUNGU,Kanungu,"277,300",277300,KANUNGU,KANUNGU,KANUNGU,KANUNGU,KANUNGU,KANUNGU,Kigezi,Kanungu District,35,12,47,11215,9274,20489,13471,9593,23064,4751,4069,8820,4555,3931,8486,35,12,47,11007,9121,20128,13128,9372,22500,4469,3843,8312,4676,4005,8681,59668,4005,12,4017,4005,8819,12824,12770,9230,22000,12,3679,3691,4542,3915,8457,217,493,710,34027,26879,60906,2164,3943,6107,1275,303716.6168,238.2091112,0.8195,0,196.4594517,KANUNGU,0.594494156,1.81022092,0.004,3,True,-1.076873018,0.003,False,True,2023,Low-Low
KASESE,Kasese,"793,200",793200,KASESE,KASESE,KASESE,KASESE,KASESE,KASESE,Tooro,Kasese District,41,20,61,31228,26997,58225,42996,28745,71741,13951,11650,25601,12764,12387,25151,28,18,46,30262,26221,56483,41298,27627,68925,12054,11688,23742,12700,11204,23904,173100,11204,18,11222,11204,25639,36843,41163,27380,68543,18,11437,11455,12459,10937,23396,582,1387,1969,100980,79799,180779,4950,12407,17357,2795,836435.3807,299.2613169,0.1699,0,206.9496389,KASESE,0.192094255,0.923535663,0.17,3,False,-0.376729655,0.202,False,False,2023,Not Significant
BUTALEJA,Butaleja,"300,500",300500,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,Bukedi,Butaleja District,104,65,169,18554,11308,29862,26241,9293,35534,12976,10953,23929,17284,15227,32511,94,61,155,17902,11062,28964,25345,9051,34396,16866,14787,31653,12618,10663,23281,118449,10663,59,10722,10663,10463,21126,24067,8713,32780,59,13899,13958,11885,10109,21994,1022,2061,3083,75159,46846,122005,8449,15292,23741,655,305119.5515,465.8313763,0,0,388.2052114,BUTALEJA,0.005150219,0.023407953,0.434,1,False,0.033148084,0.375,False,False,2023,Not Significant
AGAGO,Agago,"251,200",251200,AGAGO,AGAGO,AGAGO,AGAGO,AGAGO,AGAGO,Acholi,Agago District,28,29,57,56351,32883,89234,53613,15373,68986,23601,18351,41952,27579,26071,53650,26,29,55,56222,32768,88990,53403,15308,68711,27528,26022,53550,23488,18334,41822,253128,18334,29,18363,18334,32478,50812,53043,15220,68263,29,25763,25792,23432,18208,41640,1344,3064,4408,161172,92707,253879,24266,26100,50366,3493,298179.2833,85.36481058,2.9251,0,848.9120948,AGAGO,1.947408125,2.187439041,0.036,1,True,1.063086796,0.025,True,False,2023,High-High
KOTIDO,Kotido,"206,500",206500,KOTIDO,KOTIDO,KOTIDO,KOTIDO,KOTIDO,KOTIDO,Karamoja,Kotido District,58,57,115,10564,7079,17643,19652,10400,30052,8166,8229,16395,22991,21369,44360,58,55,113,10498,7006,17504,19408,10202,29610,22790,21047,43837,8103,6817,14920,105984,6817,55,6872,6817,6984,13801,19336,10176,29512,55,20960,21015,8037,6778,14815,240,1158,1398,61431,47134,108565,15853,21426,37279,3610,215519.9057,59.7008049,3.0352,0,491.7596806,KOTIDO,0.225322816,0.990156313,0.141,1,False,0.415789394,0.108,False,False,2023,Not Significant
BUGIRI,Bugiri,"480,400",480400,BUGIRI,BUGIRI,BUGIRI,BUGIRI,BUGIRI,BUGIRI,Busoga,Bugiri District,27,16,43,18601,10440,29041,27184,10799,37983,13953,11111,25064,18205,16704,34909,27,16,43,18573,10421,28994,27127,10782,37909,18067,16686,34753,13927,11072,24999,126698,11072,16,11088,11072,10393,21465,27040,10765,37805,16,16779,16795,13866,11044,24910,1543,2853,4396,77970,49070,127040,7462,16720,24182,1033,469578.2339,454.5771867,0.5316,0,269.8123355,BUGIRI,-0.030600675,-0.216205498,0.363,2,False,0.106887919,0.301,False,False,2023,Not Significant
MANAFWA,Manafwa,"175,200",175200,MANAFWA,MANAFWA,MANAFWA,MANAFWA,MANAFWA,MANAFWA,Bugisu,Manafwa District,7,7,14,5204,4070,9274,8648,5481,14129,3936,3300,7236,5911,5418,11329,7,7,14,5073,3965,9038,8238,5256,13494,5693,5262,10955,3767,3168,6935,40436,3168,7,3175,3168,3831,6999,7955,5149,13104,7,5143,5150,3580,3045,6625,567,925,1492,23706,18276,41982,4932,5425,10357,237,182793.5306,771.2807197,0,0,221.2113299,MANAFWA,0.098803531,0.451575257,0.37,3,False,-0.217281207,0.375,False,False,2023,Not Significant
BUNDIBUGYO,Bundibugyo,"263,800",263800,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,Tooro,Bundibugyo District,10,13,23,16626,9503,26129,26143,12997,39140,8985,6872,15857,12080,11004,23084,8,13,21,16574,9473,26047,26046,12897,38943,12269,11010,23279,8995,6839,15834,104124,6839,13,6852,6839,9349,16188,25922,12931,38853,13,10865,10878,8842,6753,15595,560,1075,1635,63844,40389,104233,4497,11017,15514,850,260431.4787,306.389975,0.6852,0,399.8134193,BUNDIBUGYO,-0.151414592,-1.440549861,0.029,4,True,-0.738874882,0.026,False,True,2023,Low-Low
KALAKI,Kalaki,"138,700",138700,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KALAKI,KALAKI,Teso,Kalaki District,38,37,75,15051,8008,23059,15421,5097,20518,6790,5458,12248,7265,6942,14207,38,37,75,14991,8008,22999,15421,5134,20555,7265,6942,14207,6790,5448,12238,70074,5448,37,5485,5448,8008,13456,15421,5133,20554,37,6912,6949,6790,5448,12238,492,1015,1507,44565,25542,70107,6805,6979,13784,658,145172.0796,220.6262608,0,0,482.6961231,KALAKI,0.220704806,1.054286297,0.137,1,False,0.433594689,0.105,False,False,2023,Not Significant
BUIKWE,Buikwe,"474,100",474100,BUIKWE,BUIKWE,BUIKWE,BUIKWE,BUIKWE,BUIKWE,North Central,Buikwe District,31,18,49,14792,14914,33789,23646,15008,38654,26325,7441,33766,10265,8825,19090,17,13,31,13784,10912,24696,20954,14172,35126,9374,8176,17550,8177,6978,15155,92558,30,14,44,13570,10691,24261,20508,13881,34389,9228,7995,17223,8025,40201,48226,926,2320,3246,75059,46206,131746,10296,8843,19139,1270,520158,409.5732283,0.2827,0,177.9420868,BUIKWE,0.031632065,0.140865566,0.497,3,False,-0.078048713,0.492,False,False,2024,Not Significant
LUWERO,Luwero,"523,600",523600,LUWERO,LUWERO,LUWERO,LUWERO,LUWERO,LUWERO,North Central,Luwero District,202,204,406,29288,24640,57210,35962,22703,58665,42829,14321,57150,14030,13786,27816,144,151,246,25309,21997,47306,28267,331944,360211,12599,12169,24768,13982,13087,27069,459600,38,43,81,24981,21757,46738,27681,17356,45037,12391,13124,25515,13888,66193,80081,1035,3135,4170,122311,75654,175680,14232,13990,28222,2216,616242,278.0875451,0.8271,0,745.810899,LUWERO,-0.70939148,-0.693839581,0.244,4,False,-0.317592199,0.235,False,False,2024,Not Significant
MUKONO,Mukono,"701,400",701400,MUKONO,MUKONO,MUKONO,MUKONO,MUKONO,MUKONO,North Central,Mukono District,253,200,453,18091,14483,39710,29670,18167,47837,30247,9413,39660,11122,9935,21057,175,144,326,16658,13691,30349,27918,17039,44957,10224,9333,19557,9727,8895,18622,113811,48,30,78,16359,13377,29736,27369,16871,44240,10061,9215,19276,9572,47134,56706,756,2556,3312,89383,52198,140468,11375,10135,21510,1831,929224,507.4953577,0.2835,0,122.4796174,MUKONO,0.104378997,0.3902118,0.386,3,False,-0.159908438,0.366,False,False,2024,Not Significant
KABAROLE,Kabarole,"337,800",337800,KABAROLE,KABAROLE,KABAROLE,KABAROLE,KABAROLE,KABAROLE,Tooro,Kabarole District,5,2,7,1374,1106,5163,3136,2112,5248,1938,509,2447,723,655,1378,3,1,6,1249,1032,2281,2802,1815,4617,627,595,1222,558,460,1018,9144,2,1,3,1219,992,2211,2712,1755,4467,617,578,1195,534,2712,3246,58,171,229,7176,4384,18891,728,657,1385,1184,230368,194.5675676,0.6833,0,39.69301292,KABAROLE,0.64628499,1.670972799,0.021,3,True,-0.624790154,0.024,False,True,2024,Low-Low
KITAGWENDA,Kitagwenda,"178,300",178300,KAMWENGE,KAMWENGE,KAMWENGE,KAMWENGE,KITAGWENDA,KITAGWENDA,Tooro,Kitagwenda District,1,4,5,3616,2759,14041,6359,3580,9939,4349,1344,5693,1625,1337,2962,1,3,4,3589,2748,6337,6321,3564,9885,1609,1321,2930,1663,1338,3001,22157,7,7,14,3572,2733,6305,6226,3524,9750,1609,1321,2930,1654,7576,9230,175,509,684,15950,9024,40364,1626,1341,2967,677,184947,273.1861152,0,0,119.8018892,KITAGWENDA,0.211661311,0.597608183,0.302,3,False,-0.313654909,0.292,False,False,2024,Not Significant
KABERAMAIDO,Kaberamaido,"132,700",132700,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,Teso,Kaberamaido District,38,37,75,19648,11381,12539,19899,7204,27103,21882,5933,27815,7799,7055,14854,37,37,74,19776,11307,31083,19766,7133,26899,7755,7008,14763,7704,5884,13588,86407,17,13,30,20046,11297,31343,19753,7124,26877,7749,7204,14953,7700,36230,43930,750,1440,2190,69266,31610,34316,7837,7092,14929,689,140986,204.6240929,1.6325,0,612.8764558,KABERAMAIDO,0.945800976,1.355550405,0.1,1,False,0.624479708,0.107,False,False,2024,Not Significant
KOLE,Kole,"284,300",284300,KOLE,KOLE,KOLE,KOLE,KOLE,KOLE,Lango,Kole District,54,61,115,25446,7355,35766,18392,6228,24620,16966,3987,20953,6344,5712,12056,48,53,114,14787,7249,22036,18146,6145,24291,6258,5644,11902,5360,3937,9297,67640,6,7,13,14926,7336,22262,18295,6219,24514,6334,5704,12038,5440,26903,32343,2124,4369,6493,67202,23343,105780,6398,5773,12171,1073,294301,274.278658,2.3031,0,229.8327223,KOLE,-0.061647722,-0.755498387,0.2,2,False,0.329596514,0.221,False,False,2024,Not Significant
