dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold,Year,Cluster_Type
SSEMBABULE,Ssembabule,"296,100",296100,SSEMBABULE,SSEMBABULE,SSEMBABULE,SSEMBABULE,SSEMBABULE,SEMBABULE,South Central,Sembabule District,10,6,16,9770,7734,17504,14744,9529,24273,5401,4638,10039,5271,4614,9885,9,6,15,9538,7573,17111,14335,9260,23595,5145,4483,9628,5268,4549,9817,60166,4549,7,4556,4549,7531,12080,14301,9212,23513,7,4485,4492,5246,4531,9777,400,1196,1596,35196,26521,61717,2922,4620,7542,2317,300161.5492,129.5474964,0.0638,31.3542,200.445394,SEMBABULE,-0.042275672,-0.173996851,0.386,2,False,0.074380378,0.335,False,False,2023,Not Significant
BUTAMBALA,Butambala,"107,800",107800,BUTAMBALA,BUTAMBALA,BUTAMBALA,BUTAMBALA,BUTAMBALA,BUTAMBALA,South Central,Butambala District,8,9,17,8448,8590,17038,7575,5021,12596,4296,4439,8735,3006,3080,6086,6,9,15,8421,8528,16949,7503,4939,12442,2971,3032,6003,4259,4394,8653,44062,4394,9,4403,4394,8127,12521,7127,4749,11876,9,2885,2894,4040,4167,8207,132,525,657,23333,21139,44472,1344,3089,4433,405,112113.996,276.8246814,0.1742,32.1065,393.0106996,BUTAMBALA,0.092614587,0.966719445,0.151,1,False,0.518395569,0.112,False,False,2023,Not Significant
KIRUHURA,Kiruhura,"185,700",185700,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,Ankole,Kiruhura District,0,0,0,7461,7458,14919,7897,6490,14387,3424,3315,6739,2773,2800,5573,0,0,0,7411,7431,14842,7777,6384,14161,2740,2767,5507,3409,3308,6717,41227,3308,0,3308,3308,7429,10737,7770,6358,14128,0,2767,2767,3408,3308,6716,191,647,838,21555,20063,41618,2710,2800,5510,3003,197522.295,65.77499,0.322,30.8039,208.7207421,KIRUHURA,0.194072,1.024485435,0.144,3,False,-0.385405059,0.154,False,False,2023,Not Significant
BUHWEJU,Buhweju,"144,100",144100,BUHWEJU,BUHWEJU,BUHWEJU,BUHWEJU,BUHWEJU,BUHWEJU,Ankole,Buhweju District,1,0,1,469,417,886,929,638,1567,218,139,357,237,179,416,1,0,1,448,408,856,909,625,1534,233,175,408,209,136,345,3144,136,0,136,136,407,543,907,623,1530,0,175,175,208,133,341,10,49,59,1854,1373,3227,183,179,362,751,129054.2863,171.8432574,0.3558,30.3897,24.36184098,BUHWEJU,0.923966437,1.688186024,0.007,3,True,-0.784694308,0.008,False,True,2023,Low-Low
KAKUMIRO,Kakumiro,"473,400",473400,KIBAALE,KAKUMIRO,KAKUMIRO,KAKUMIRO,KAKUMIRO,KAKUMIRO,Bunyoro,Kakumiro District,36,28,64,10936,7417,18353,13090,6285,19375,5072,4158,9230,6061,5205,11266,33,27,60,10717,7265,17982,12780,6070,18850,5972,5097,11069,5004,4079,9083,57044,4079,28,4107,4079,7166,11245,12561,6066,18627,28,5024,5052,4937,4005,8942,723,2473,3196,35195,23093,58288,5680,5233,10913,1701,412252.0803,242.3586598,1.0028,31.3084,138.3716486,KAKUMIRO,0.445232146,1.269320879,0.064,3,False,-0.583951772,0.072,False,False,2023,Not Significant
KABALE,Kabale,"248,700",248700,KABALE,KABALE,KABALE,KABALE,KABALE,KABALE,Kigezi,Kabale District,2,3,5,605,607,1212,1785,2299,4084,244,209,453,256,231,487,2,3,5,548,558,1106,1594,2190,3784,226,201,427,209,179,388,5710,179,3,182,179,553,732,1549,2123,3672,3,197,200,207,175,382,4,30,34,2892,3349,6241,176,234,410,561,279546.1947,498.2998123,1.3505,30.0203,20.42596218,KABALE,1.420401185,1.607370714,0.001,3,True,-1.187316636,0.001,False,True,2023,Low-Low
AMUDAT,Amudat,"134,900",134900,AMUDAT,AMUDAT,AMUDAT,AMUDAT,AMUDAT,AMUDAT,Karamoja,Amudat District,1,1,2,2990,2585,5575,7862,2716,10578,2190,2095,4285,3109,2927,6036,1,1,2,2917,2551,5468,7574,2631,10205,2947,2783,5730,2096,2030,4126,25531,2030,1,2031,2030,2561,4591,7636,2621,10257,1,2783,2784,2096,2029,4125,134,405,539,16152,10324,26476,3084,2928,6012,1616,190489.471,117.8771479,1.7916,34.9066,134.0284052,AMUDAT,0.256420953,0.665876587,0.257,3,False,-0.33204025,0.271,False,False,2023,Not Significant
MAYUGE,Mayuge,"565,100",565100,MAYUGE,MAYUGE,MAYUGE,MAYUGE,MAYUGE,MAYUGE,Busoga,Mayuge District,24,20,44,25973,13911,39884,42460,16669,59129,16149,12420,28569,22375,19878,42253,24,20,44,25811,13838,39649,42202,16565,58767,22258,19776,42034,16069,12377,28446,168940,12377,19,12396,12377,13486,25863,40916,16233,57149,19,19268,19287,15654,12024,27678,2484,4813,7297,106981,62898,169879,19081,19898,38979,1075,566170.8169,526.6705273,0.3125,33.528,298.3905121,MAYUGE,-0.052718734,-0.805223219,0.176,2,False,0.30139898,0.157,False,False,2023,Not Significant
NWOYA,Nwoya,"236,000",236000,NWOYA,NWOYA,NWOYA,NWOYA,NWOYA,NWOYA,Acholi,Nwoya District,33,21,54,16095,8696,24791,21939,7887,29826,8989,7502,16491,14327,13977,28304,33,20,53,15727,8593,24320,21323,7749,29072,14102,13672,27774,8909,7442,16351,97570,7442,20,7462,7442,8542,15984,21194,7689,28883,20,13589,13609,8828,7370,16198,878,2077,2955,61383,38083,99466,11580,13998,25578,4679,209788.9613,44.83628154,2.6351,32.0028,465.0864345,NWOYA,0.097075431,0.513366844,0.26,1,False,0.220038402,0.212,False,False,2023,Not Significant
OYAM,Oyam,"453,700",453700,OYAM,OYAM,OYAM,OYAM,OYAM,OYAM,Lango,Oyam District,204,164,368,33006,15470,48476,42465,15475,57940,12285,9425,21710,18125,16617,34742,202,157,359,32940,15424,48364,42379,15454,57833,18054,16600,34654,12285,9414,21699,162909,9414,156,9570,9414,15217,24631,41383,15191,56574,156,16331,16487,12030,9249,21279,4517,7918,12435,106085,57151,163236,19063,16781,35844,2196,467131.7753,212.7193876,2.2776,32.4467,348.7431355,OYAM,0.003365133,0.539481759,0.255,1,False,0.243326374,0.198,False,False,2023,Not Significant
KOBOKO,Koboko,"258,000",258000,KOBOKO,KOBOKO,KOBOKO,KOBOKO,KOBOKO,KOBOKO,West Nile,Koboko District,22,15,37,22614,11073,33687,22078,7418,29496,11116,8787,19903,13907,13175,27082,20,11,31,21523,11078,32601,22044,7383,29427,13900,13161,27061,11114,8782,19896,109016,8782,11,8793,8782,10963,19745,21895,7330,29225,11,13063,13074,11039,8720,19759,1331,2696,4027,69737,40468,110205,6719,13190,19909,739,264416.2472,357.8027702,3.5237,31.0335,412.2893398,KOBOKO,0.101670859,0.472207967,0.241,1,False,0.406817387,0.196,False,False,2023,Not Significant
KIBUKU,Kibuku,"250,600",250600,KIBUKU,KIBUKU,KIBUKU,KIBUKU,KIBUKU,KIBUKU,Bukedi,Kibuku District,34,22,56,32560,16256,48816,38771,9774,48545,22128,18046,40174,38041,35556,73597,34,22,56,32546,16226,48772,38765,9760,48525,38038,35508,73546,22087,18025,40112,211011,18025,22,18047,18025,16246,34271,38759,9760,48519,22,35261,35283,22123,18044,40167,2253,5020,7273,131534,79654,211188,48516,35578,84094,484,244238.0289,504.6240266,1.0453,33.7993,863.9563665,KIBUKU,-0.101943775,-0.128495769,0.497,4,False,-0.038804643,0.434,False,False,2023,Not Significant
KWANIA,Kwania,"216,600",216600,APAC,APAC,APAC,KWANIA,KWANIA,KWANIA,Lango,Kwania District,4,7,11,13261,6358,19619,16694,6575,23269,5068,3907,8975,7416,6482,13898,4,7,11,13257,6352,19609,16648,6551,23199,7409,6476,13885,5063,3906,8969,65673,3906,7,3913,3906,6068,9974,16051,6311,22362,7,6243,6250,4843,3744,8587,1031,1859,2890,42443,23329,65772,5699,6489,12188,1223,212594.341,173.8302052,1.9033,32.7633,308.9122678,KWANIA,-0.040529505,-0.591827426,0.216,2,False,0.299466836,0.174,False,False,2023,Not Significant
NABILATUK,Nabilatuk,"89,700",89700,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NABILATUK,NABILATUK,NABILATUK,Karamoja,Nabilatuk District,24,20,44,3765,2167,5932,4929,1388,6317,2858,2138,4996,9852,8513,18365,24,20,44,3765,2167,5932,4929,1388,6317,9852,8510,18362,2858,2138,4996,35651,2138,20,2158,2138,2116,4254,4732,1363,6095,20,8063,8083,2800,2097,4897,203,523,726,21428,14226,35654,9641,8533,18174,1561,127627.9964,81.7604077,2.091,34.5971,279.3352635,NABILATUK,-0.060848067,-0.454086403,0.273,2,False,0.246251044,0.222,False,False,2023,Not Significant
BUGWERI,Bugweri,"191,600",191600,IGANGA,IGANGA,IGANGA,BUGWERI,BUGWERI,BUGWERI,Busoga,Bugweri District,4,11,15,14603,8967,23570,21977,9416,31393,8913,7210,16123,12381,11268,23649,4,11,15,14573,8963,23536,21905,9350,31255,12349,11246,23595,8907,7197,16104,94505,7197,11,7208,7197,8790,15987,21398,9144,30542,11,11059,11070,8777,7087,15864,1174,2340,3514,57878,36872,94750,10413,11279,21692,302,206308.9368,683.1421748,0.6116,33.5952,458.0751637,BUGWERI,0.051915793,0.22238238,0.349,1,False,0.126206049,0.324,False,False,2023,Not Significant
KARENGA,Karenga,"68,500",68500,KAABONG,KAABONG,KAABONG,KAABONG,KARENGA,KARENGA,Karamoja,Karenga District,0,0,0,4473,2704,7177,5233,1990,7223,1640,1295,2935,3700,3403,7103,0,0,0,4455,2698,7153,5147,1948,7095,3629,3290,6919,1635,1286,2921,24088,1286,0,1286,1286,2671,3957,5117,1928,7045,0,3092,3092,1625,1267,2892,168,536,704,15046,9392,24438,2576,3403,5979,25702,93846.47859,3.651329803,3.5691,33.6931,256.6745216,KARENGA,-0.164494527,-0.809737932,0.173,2,False,0.496285848,0.136,False,False,2023,Not Significant
NAMISINDWA,Namisindwa,"231,500",231500,MANAFWA,MANAFWA,NAMISINDWA,NAMISINDWA,NAMISINDWA,NAMISINDWA,Bugisu,Namisindwa District,40,27,67,4893,3194,8087,8167,4499,12666,2850,2294,5144,3353,2899,6252,40,27,67,4665,3109,7774,7469,4289,11758,3228,2810,6038,2776,2229,5005,30642,2229,27,2256,2229,3008,5237,7361,4258,11619,27,2728,2755,2691,2337,5028,788,1179,1967,19303,12913,32216,3462,2926,6388,298,251471.3293,843.8635212,0.9054,34.3754,121.850869,NAMISINDWA,0.01974023,0.066361588,0.453,3,False,-0.029937216,0.438,False,False,2023,Not Significant
BULAMBULI,Bulambuli,"230,600",230600,BULAMBULI,BULAMBULI,BULAMBULI,BULAMBULI,BULAMBULI,BULAMBULI,Bugisu,Bulambuli District,7,6,13,6289,4027,10316,9434,4835,14269,2639,2109,4748,3774,3213,6987,7,6,13,6223,4001,10224,9347,4784,14131,3746,3193,6939,2628,2104,4732,36039,2104,6,2110,2104,3918,6022,9105,4751,13856,6,3165,3171,2582,2067,4649,490,996,1486,22143,14190,36333,4525,3219,7744,695,228451.3069,328.7069165,1.4815,34.2866,157.7535296,BULAMBULI,0.25374829,0.809873473,0.198,3,False,-0.368691514,0.218,False,False,2023,Not Significant
NGORA,Ngora,"165,800",165800,NGORA,NGORA,NGORA,NGORA,NGORA,NGORA,Teso,Ngora District,20,17,37,14329,9094,23423,20310,9050,29360,6908,5302,12210,5896,5048,10944,20,17,37,14326,9083,23409,20297,9049,29346,5894,5013,10907,6893,5265,12158,75857,5265,12,5277,5265,8780,14045,19674,8778,28452,12,4872,4884,6677,4986,11663,1906,3791,5697,47463,28511,75974,4427,5065,9492,640,205196.0208,320.6187825,1.4908,33.7518,369.6806581,NGORA,0.019178455,0.421732924,0.266,1,False,0.209106913,0.24,False,False,2023,Not Significant
KAPELEBYONG,Kapelebyong,"103,800",103800,AMURIA,AMURIA,AMURIA,KAPELEBYONG,KAPELEBYONG,KAPELEBYONG,Teso,Kapelebyong District,16,17,33,14724,7067,21791,16201,5176,21377,10245,4277,14522,4573,4054,8627,16,17,33,14683,7050,21733,16167,5168,21335,4554,4047,8601,5630,4274,9904,61606,4274,17,4291,4274,7015,11289,16142,5132,21274,17,4000,4017,5588,4262,9850,698,1582,2280,45759,20591,66350,4441,4071,8512,1203,136617.1589,113.5637231,2.211,33.7518,450.9389633,KAPELEBYONG,0.122767937,0.730772525,0.195,1,False,0.313565355,0.165,False,False,2023,Not Significant
NTOROKO,Ntoroko,"76,000",76000,NTOROKO,NTOROKO,NTOROKO,NTOROKO,NTOROKO,NTOROKO,Tooro,Ntoroko District,2,0,2,1713,1100,2813,2420,1208,3628,870,723,1593,1151,1081,2232,2,1,3,1660,1068,2728,2339,1166,3505,1095,1036,2131,847,688,1535,9902,688,1,689,688,940,1628,2022,1065,3087,1,956,957,778,604,1382,58,100,158,6156,4112,10268,650,1081,1731,1236,108831.8085,88.05162497,1.0125,30.3897,90.98442943,NTOROKO,0.270859273,0.582209047,0.288,3,False,-0.293529871,0.293,False,False,2023,Not Significant
KIRYANDONGO,Kiryandongo,"313,800",313800,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,Bunyoro,Kiryandongo District,15,12,27,19822,15068,34890,15740,7383,23123,9879,8034,17913,11924,11276,23200,18,11,29,29253,14262,43515,14631,6798,21429,11293,10893,22186,9345,7801,17146,104305,7801,13,7814,7801,14889,22690,15365,7097,22462,13,11212,11225,9698,7849,17547,1634,3184,4818,57380,41773,99153,11679,11288,22967,3582,353546.7092,98.70092383,2.018,32.0837,295.0246666,KIRYANDONGO,-0.024992561,-0.258989041,0.322,2,False,0.132458564,0.308,False,False,2023,Not Significant
MITYANA,Mityana,"362,500",362500,MITYANA,MITYANA,MITYANA,MITYANA,MITYANA,MITYANA,North Central,Mityana District,22,20,42,20320,16881,37201,27811,19989,47800,11642,10328,21970,10999,10190,21189,23,27,50,18498,15604,34102,24608,15599,40207,10051,9435,19486,10714,9540,20254,114099,9540,19,9559,9540,16391,25931,26253,16329,42582,19,9810,9829,11287,10063,21350,567,1841,2408,70794,57408,128202,6059,10210,16269,1525,398768.0252,261.4872296,0.4016,32.044,286.1287586,MITYANA,-0.039756246,-0.436372177,0.271,2,False,0.179134141,0.245,False,False,2023,Not Significant
KYOTERA,Kyotera,"261,000",261000,RAKAI,RAKAI,KYOTERA,KYOTERA,KYOTERA,KYOTERA,South Central,Kyotera District,25,13,38,14651,12890,27541,17265,11116,28381,7820,7118,14938,6582,6013,12595,17,14,31,14580,12830,27410,16451,10980,27431,6531,5980,12511,7787,7097,14884,82267,7097,14,7111,7097,12812,19909,16312,10915,27227,14,5962,5976,7751,7058,14809,349,1275,1624,46343,37150,83493,3530,6026,9556,1723,272046.1523,157.8909763,0.6359,31.5456,302.4008952,KYOTERA,0.09331078,1.258809179,0.077,3,False,-0.587312974,0.07,False,False,2023,Not Significant
GOMBA,Gomba,"173,800",173800,GOMBA,GOMBA,GOMBA,GOMBA,GOMBA,GOMBA,South Central,Gomba District,4,0,4,6114,4985,11099,7520,5366,12886,3289,2942,6231,2541,2501,5042,4,0,4,5880,4772,10652,6859,4779,11638,2458,2409,4867,3090,2771,5861,33022,2771,0,2771,2771,4326,7097,6452,4543,10995,0,2226,2226,2838,2536,5374,156,827,983,19468,15794,35262,1861,2501,4362,1670,24524.16427,14.68512831,0.223,31.6739,1346.508678,GOMBA,-1.640058224,-1.160875973,0.11,4,False,-0.434139193,0.105,False,False,2023,Not Significant
RAKAI,Rakai,"317,700",317700,RAKAI,RAKAI,RAKAI,RAKAI,RAKAI,RAKAI,South Central,Rakai District,1,3,4,20292,16119,36411,19236,10790,30026,9272,8199,17471,6897,6561,13458,0,3,3,19472,15390,34862,18531,10179,28710,6683,6364,13047,8794,7875,16669,93291,7875,3,7878,7875,16089,23964,19168,10559,29727,3,6544,6547,9239,8162,17401,386,997,1383,55698,41672,97370,2444,6564,9008,1528,339136.945,221.9482624,0.7083,31.3542,275.0835654,RAKAI,0.142850464,1.080228831,0.118,3,False,-0.548936611,0.119,False,False,2023,Not Significant
BUSHENYI,Bushenyi,"248,300",248300,BUSHENYI,BUSHENYI,BUSHENYI,BUSHENYI,BUSHENYI,BUSHENYI,Ankole,Bushenyi District,0,0,0,2940,2802,5742,4585,3575,8160,1111,1030,2141,1030,976,2006,0,0,0,2900,2766,5666,4513,3532,8045,1012,964,1976,1095,1011,2106,17793,1011,0,1011,1011,2668,3679,4388,3419,7807,0,941,941,1069,980,2049,36,264,300,9666,8383,18049,487,976,1463,845,278068.9869,329.0757241,0.4875,30.1127,63.98771829,BUSHENYI,1.020772259,2.143318189,0.001,3,True,-0.984476508,0.001,False,True,2023,Low-Low
ISINGIRO,Isingiro,"596,400",596400,ISINGIRO,ISINGIRO,ISINGIRO,ISINGIRO,ISINGIRO,ISINGIRO,Ankole,Isingiro District,103,75,178,22211,18122,40333,23888,14034,37922,10543,9361,19904,9663,8974,18637,103,75,178,22133,18062,40195,23761,13918,37679,9627,8941,18568,10522,9326,19848,116468,9326,75,9401,9326,17622,26948,23410,13751,37161,75,8633,8708,10040,8758,18798,398,960,1358,66408,50566,116974,5899,9049,14948,2536,618357.3554,243.8317647,0.8435,30.8039,188.3506341,ISINGIRO,0.430649109,1.615595657,0.015,3,True,-0.741320312,0.012,False,True,2023,Low-Low
RWAMPARA,Rwampara,"144,600",144600,MBARARA,MBARARA,MBARARA,MBARARA,RWAMPARA,RWAMPARA,Ankole,Rwampara District,0,0,0,965,918,1883,2061,1378,3439,436,417,853,373,301,674,0,0,0,786,756,1542,1622,1039,2661,263,224,487,324,304,628,5318,304,0,304,304,756,1060,1613,1033,2646,0,224,224,320,304,624,13,88,101,3835,3014,6849,494,301,795,542,159044.0019,293.4391178,0.7476,30.482,33.4372874,RWAMPARA,1.025562943,1.763861173,0.004,3,True,-0.894553143,0.005,False,True,2023,Low-Low
HOIMA,Hoima,"374,500",374500,HOIMA,HOIMA,HOIMA,HOIMA,HOIMA,HOIMA,Bunyoro,Hoima District,14,3,17,7348,5499,12847,7061,3562,10623,3738,3191,6929,4502,4090,8592,5,3,8,7374,5472,12846,7049,3519,10568,4505,4081,8586,3732,3182,6914,38922,3182,3,3185,3182,5455,8637,6979,3483,10462,3,4065,4068,3714,3170,6884,972,2077,3049,22663,16345,39008,3817,4093,7910,1341,251786.8835,187.7605395,1.6343,31.171,154.583112,HOIMA,0.152996785,0.433667933,0.373,3,False,-0.220815289,0.371,False,False,2023,Not Significant
KAZO,Kazo,"217,600",217600,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,KAZO,KAZO,Ankole,Kazo District,44,30,74,15598,12255,27853,16621,9777,26398,6934,5900,12834,4916,4332,9248,39,24,63,14093,12054,26147,15796,9461,25257,4788,4197,8985,6829,5783,12612,73064,5783,23,5806,5783,11704,17487,15350,9116,24466,23,4038,4061,6619,5577,12196,252,954,1206,44113,32294,76407,3405,4362,7767,1558,205471.4227,131.8815294,0.3576,32.5571,355.5920285,KAZO,-0.008253638,-0.454176799,0.343,4,False,-0.209138403,0.372,False,False,2023,Not Significant
ARUA,Terego,"233,700",233700,ARUA,ARUA,ARUA,ARUA,TEREGO,TEREGO,West Nile,Terego District,34,19,53,45449,28770,74219,42071,13913,55984,23725,19233,42958,25193,24079,49272,31,15,46,42802,26960,69762,37220,12603,49823,23621,22461,46082,22563,18349,40912,206625,18349,15,18364,18349,26732,45081,36667,12388,49055,15,22381,22396,22222,18054,40276,1616,4228,5844,136472,86014,222486,16318,24098,40416,1200,307992.1811,256.6601509,3.171,31.1252,670.8774205,TEREGO,-0.547252433,-0.441331624,0.392,4,False,-0.443216989,0.386,False,False,2023,Not Significant
ARUA,Arua,"517,300",517300,ARUA,ARUA,ARUA,ARUA,ARUA,ARUA,West Nile,Arua District,1,5,6,9781,5607,15388,8340,3063,11403,4276,3055,7331,3595,3146,6741,1,5,6,8695,5042,13737,6681,2736,9417,3083,2779,5862,3600,2613,6213,35235,2613,5,2618,2613,5781,8394,7988,3008,10996,5,3111,3116,4241,3038,7279,433,720,1153,25993,14876,40869,1548,3151,4699,800,156887.1781,196.1089727,3.0018,30.9876,224.5881431,ARUA,-0.547252433,-1.286634762,0.079,2,False,1.214310682,0.096,False,False,2023,Not Significant
MASAKA,Masaka,"335,700",335700,MASAKA,MASAKA,MASAKA,MASAKA,MASAKA,MASAKA,South Central,Masaka District,3,1,4,1308,1018,6112,2548,1643,4191,1704,551,2255,578,549,1127,3,0,3,1306,1018,2324,2542,1639,4181,578,551,1129,606,551,1157,8794,4,3,7,1298,1011,2309,2517,1625,4142,578,549,1127,605,2887,3492,51,192,243,6141,3762,18847,581,550,1131,855,115455,135.0350877,0.4464,31.9018,76.16820406,MASAKA,0.695621218,1.800802483,0.005,3,True,-0.794172198,0.008,False,True,2024,Low-Low
TORORO,Tororo,"597,500",597500,TORORO,TORORO,TORORO,TORORO,TORORO,TORORO,Bukedi,Tororo District,20,20,40,16328,10696,19291,20995,9178,30173,24040,6490,30530,8648,7969,16617,20,19,38,15943,10501,26444,20088,8574,28662,8159,7569,15728,7729,6196,13925,84797,16,23,39,15933,10480,26413,19964,8568,28532,8096,7555,15651,7640,37056,44696,968,1717,2685,70031,34353,67365,8668,7989,16657,4504,2372489,526.7515542,0.3886,30.3436,35.74178848,TORORO,0.357365358,0.826632107,0.213,3,False,-0.343424741,0.214,False,False,2024,Not Significant
MOROTO,Moroto,"118,500",118500,MOROTO,MOROTO,MOROTO,MOROTO,MOROTO,MOROTO,Karamoja,Moroto District,5,8,13,4961,3536,10213,6558,3544,10102,15815,2717,18532,6657,6309,12966,5,8,13,4875,3533,8408,6352,3500,9852,6651,6264,12915,3177,2699,5876,37064,13,19,32,4740,3439,8179,6259,3446,9705,6597,6210,12807,3155,21807,24962,159,526,685,33996,16114,42712,6662,6317,12979,3533,103639,29.33455986,2.7495,34.5971,357.6259902,MOROTO,0.014731942,0.145518152,0.385,1,False,0.040203798,0.406,False,False,2024,Not Significant
KAGADI,Kagadi,"430,200",430200,KIBAALE,KAGADI,KAGADI,KAGADI,KAGADI,KAGADI,Bunyoro,Kagadi District,59,46,105,8744,5456,19094,14411,7501,21912,10826,3012,13838,4086,3484,7570,45,39,96,8216,5234,13450,13362,6991,20353,3760,3137,6897,3694,2878,6572,47368,6,6,12,8388,5261,13649,13645,7247,20892,3723,3243,6966,3709,17167,20876,942,2275,3217,38126,19499,65193,4145,3530,7675,1420,471111,331.7683099,0.95,30.8,100.5453067,KAGADI,0.501156049,1.634778061,0.02,3,True,-0.653984738,0.02,False,True,2024,Low-Low
KAMULI,Kamuli,"558,500",558500,KAMULI,KAMULI,KAMULI,KAMULI,KAMULI,KAMULI,Busoga,Kamuli District,112,86,198,49194,29545,73268,84102,39191,123293,87906,21816,109722,34415,29650,64065,104,81,170,49051,29857,78908,83791,39121,122912,34224,29564,63788,28461,21765,50226,316004,24,17,41,48354,29111,77465,82071,38778,120849,34005,29109,63114,28100,140744,168844,4165,9637,13802,255729,120288,292420,34527,29736,64263,1515,540252,356.6019802,0.9187,33.1239,584.9196301,KAMULI,0.718410787,1.102419015,0.127,1,False,0.516866703,0.135,False,False,2024,Not Significant
BUDAKA,Budaka,"253,100",253100,BUDAKA,BUDAKA,BUDAKA,BUDAKA,BUDAKA,BUDAKA,Bukedi,Budaka District,9,10,19,17126,8449,5682,18579,5935,24514,32349,6841,39190,13048,11730,24778,9,10,19,17119,8442,25561,18570,5931,24501,13048,11720,24768,8879,6829,15708,90557,5,3,8,16897,8349,25246,18336,5842,24178,12916,13963,26879,8785,51197,59982,1494,3356,4850,81111,32965,22674,13057,11740,24797,410,281537,686.6756098,1.1005,34.0196,321.6522162,BUDAKA,0.182563816,1.668717314,0.068,1,False,0.789762178,0.071,False,False,2024,Not Significant
MARACHA,Maracha,"208,300",208300,MARACHA,MARACHA,MARACHA,MARACHA,MARACHA,MARACHA,West Nile,Maracha District,1,1,2,10463,6044,46178,10386,3647,14033,10321,2955,13276,3388,3150,6538,1,1,2,10354,5982,16336,10194,3512,13706,3348,3108,6456,3973,2917,6890,43390,28,17,45,9870,5842,15712,9803,3405,13208,3184,2949,6133,3801,16528,20329,839,1819,2658,34559,15797,130620,3389,3151,6540,440,234712,533.4363636,3.2873,30.9403,184.8648557,MARACHA,0.158506022,0.546592563,0.336,3,False,-0.408520763,0.318,False,False,2024,Not Significant
MPIGI,Mpigi,"286,600",286600,MPIGI,MPIGI,MPIGI,MPIGI,MPIGI,MPIGI,South Central,Mpigi District,2,6,8,4590,4083,10561,8835,6742,15577,7303,2115,9418,2613,2595,5208,0,6,6,4441,3964,8405,8359,6444,14803,2487,2466,4953,2040,2038,4078,32245,9,9,18,4363,3868,8231,8281,6378,14659,2450,2420,4870,1986,10846,12832,169,750,919,23343,15541,36056,2615,2601,5216,1204,326690,271.3372093,0.2274,32.3249,98.70213352,MPIGI,0.598975504,1.919015052,0.005,3,True,-0.772311813,0.004,False,True,2024,Low-Low
KAYUNGA,Kayunga,"407,700",407700,KAYUNGA,KAYUNGA,KAYUNGA,KAYUNGA,KAYUNGA,KAYUNGA,North Central,Kayunga District,133,115,248,17710,12125,43582,25715,12741,38456,42345,10033,52378,16034,14937,30971,100,81,184,17472,11916,29388,25412,12410,37822,15680,14638,30318,11771,9879,21650,119362,66,50,116,17310,11757,29067,25102,12291,37393,15672,14614,30286,11569,63176,74745,1518,3160,4678,101937,49951,150018,16167,15052,31219,1596,439175,275.1723058,0.7014,32.9029,271.7868731,KAYUNGA,0.002096219,1.377607279,0.099,1,False,0.445371714,0.1,False,False,2024,Not Significant
