,dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold,Year
27,NTUNGAMO,Ntungamo,"540,800",540800.0,NTUNGAMO,NTUNGAMO,NTUNGAMO,NTUNGAMO,NTUNGAMO,NTUNGAMO,Ankole,Ntungamo District,23.0,23.0,46.0,7371.0,6244.0,13615.0,12862.0,8564.0,21426.0,2968.0,2512.0,5480.0,2263.0,2141.0,4404.0,22.0,20.0,42.0,6831.0,5857.0,12688.0,11468.0,7491.0,18959.0,1962.0,1864.0,3826.0,2687.0,2298.0,4985.0,40500.0,22.0,20.0,42.0,6767.0,5827.0,12594.0,11703.0,7943.0,19646.0,1987.0,1933.0,3920.0,2630.0,2310.0,4940.0,142.0,517.0,659.0,23224.0,19484.0,42708.0,2286.0,2164.0,4450.0,1999.0,524101.3617,262.1817718,0.9807,30.2513,77.27512836187313,NTUNGAMO,0.7076677083587207,1.88360000286604,0.004,3,True,-0.7938676191130741,0.003,False,True,2020
28,MBARARA,Mbarara,"390,700",390700.0,MBARARA,MBARARA,MBARARA,MBARARA,MBARARA,MBARARA,Ankole,Mbarara District,2.0,1.0,3.0,1178.0,967.0,2145.0,2484.0,1787.0,4271.0,664.0,633.0,1297.0,690.0,707.0,1397.0,1.0,0.0,1.0,954.0,809.0,1763.0,2102.0,1471.0,3573.0,573.0,586.0,1159.0,528.0,510.0,1038.0,7534.0,1.0,0.0,1.0,939.0,796.0,1735.0,2081.0,1465.0,3546.0,567.0,585.0,1152.0,515.0,502.0,1017.0,47.0,137.0,184.0,4328.0,4095.0,8423.0,692.0,708.0,1400.0,773.0,162157.1966,209.7764509,0.6121,30.6373,46.46108935013496,MBARARA,0.6150077642690521,1.5098368594665026,0.021,3,True,-0.6314256203617804,0.022,False,True,2020
29,MITOOMA,Mitooma,"194,300",194300.0,MITOOMA,MITOOMA,MITOOMA,MITOOMA,MITOOMA,MITOOMA,Ankole,Mitooma District,2.0,7.0,9.0,5616.0,4439.0,10055.0,9057.0,4499.0,13556.0,2560.0,2149.0,4709.0,2356.0,1923.0,4279.0,0.0,4.0,4.0,4907.0,3860.0,8767.0,7385.0,3836.0,11221.0,1946.0,1619.0,3565.0,2215.0,1890.0,4105.0,27662.0,0.0,4.0,4.0,5270.0,4175.0,9445.0,8170.0,4138.0,12308.0,2102.0,1722.0,3824.0,2382.0,2032.0,4414.0,72.0,280.0,352.0,17235.0,13017.0,30252.0,2358.0,1930.0,4288.0,544.0,207910.702,382.1887905,0.6193,30.0203,133.04750421168796,MITOOMA,0.6689355326442403,1.806782647484076,0.001,3,True,-0.906912752286985,0.002,False,True,2020
30,NAKASONGOLA,Nakasongola,"215,200",215200.0,NAKASONGOLA,NAKASONGOLA,NAKASONGOLA,NAKASONGOLA,NAKASONGOLA,NAKASONGOLA,North Central,Nakasongola District,53.0,30.0,83.0,19669.0,15399.0,35068.0,21313.0,15301.0,36614.0,15438.0,13886.0,29324.0,16932.0,15985.0,32917.0,42.0,19.0,61.0,18593.0,14516.0,33109.0,19834.0,14122.0,33956.0,15786.0,14979.0,30765.0,14490.0,12987.0,27477.0,125368.0,41.0,17.0,58.0,18421.0,15120.0,33541.0,19662.0,13384.0,33046.0,15669.0,15944.0,31613.0,14394.0,12877.0,27271.0,466.0,1576.0,2042.0,56473.0,60601.0,117074.0,16985.0,16015.0,33000.0,3314.0,207196.8482,62.52168021,1.349,32.4467,605.0671189698145,NAKASONGOLA,-0.0200742985284399,-0.1224173166560917,0.478,4,False,-0.0294103262499834,0.478,False,False,2020
31,MUBENDE,Mubende,"554,800",554800.0,MUBENDE,MUBENDE,MUBENDE,MUBENDE,MUBENDE,MUBENDE,North Central,Mubende District,64.0,71.0,135.0,23725.0,16385.0,40110.0,33131.0,20244.0,53375.0,13555.0,11285.0,24840.0,12994.0,11355.0,24349.0,61.0,71.0,132.0,22957.0,16037.0,38994.0,31765.0,19286.0,51051.0,12477.0,10892.0,23369.0,12999.0,10890.0,23889.0,137435.0,62.0,70.0,132.0,23041.0,16023.0,39064.0,31981.0,19161.0,51142.0,12549.0,11006.0,23555.0,13089.0,10956.0,24045.0,839.0,2165.0,3004.0,70475.0,59340.0,129815.0,13058.0,11426.0,24484.0,2711.0,475233.8295,175.298351,0.449,31.3542,289.1944795777633,MUBENDE,0.0777461294276335,0.6967019100398996,0.254,3,False,-0.2605890188213107,0.231,False,False,2020
32,BUVUMA,Buvuma,"128,900",128900.0,BUVUMA,BUVUMA,BUVUMA,BUVUMA,BUVUMA,BUVUMA,North Central,Buvuma District,4.0,2.0,6.0,2909.0,1886.0,4795.0,5199.0,3140.0,8339.0,2301.0,1883.0,4184.0,3677.0,3419.0,7096.0,4.0,2.0,6.0,2888.0,1869.0,4757.0,5171.0,3123.0,8294.0,3633.0,3387.0,7020.0,2273.0,1875.0,4148.0,24225.0,4.0,2.0,6.0,2886.0,1875.0,4761.0,5267.0,3042.0,8309.0,3617.0,3364.0,6981.0,2277.0,1863.0,4140.0,202.0,470.0,672.0,10413.0,10330.0,20743.0,3681.0,3421.0,7102.0,296.0,40577.34751,137.0856335,0.3765,33.2588,597.007973328713,BUVUMA,-0.1786103075151068,-0.6435870831392666,0.259,4,False,-0.3086598669849106,0.297,False,False,2020
33,KABERAMAIDO,Kaberamaido,"132,700",132700.0,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,Teso,Kaberamaido District,17.0,13.0,30.0,7809.0,4730.0,12539.0,8009.0,3241.0,11250.0,4075.0,3180.0,7255.0,3706.0,3242.0,6948.0,17.0,13.0,30.0,7484.0,4601.0,12085.0,7620.0,3059.0,10679.0,3580.0,3113.0,6693.0,3954.0,3106.0,7060.0,36547.0,17.0,13.0,30.0,7403.0,4556.0,11959.0,7568.0,3028.0,10596.0,3560.0,3099.0,6659.0,3961.0,3098.0,7059.0,314.0,542.0,856.0,19910.0,14406.0,34316.0,3723.0,3255.0,6978.0,689.0,125381.2538,181.9756949,1.6325,0.0,291.48695592323065,KABERAMAIDO,0.1136108745886025,0.7984730641672632,0.195,3,False,-0.3880475249514376,0.221,False,False,2020
34,SOROTI,Soroti,"363,600",363600.0,SOROTI,SOROTI,SOROTI,SOROTI,SOROTI,SOROTI,Teso,Soroti District,37.0,31.0,68.0,18872.0,8274.0,27146.0,22764.0,7357.0,30121.0,9626.0,7046.0,16672.0,10124.0,9320.0,19444.0,31.0,28.0,59.0,18489.0,7997.0,26486.0,21831.0,7011.0,28842.0,9942.0,9182.0,19124.0,9345.0,6828.0,16173.0,90684.0,31.0,28.0,59.0,18309.0,7800.0,26109.0,21560.0,6912.0,28472.0,9767.0,8941.0,18708.0,9189.0,6790.0,15979.0,1316.0,2519.0,3835.0,51299.0,32028.0,83327.0,10161.0,9351.0,19512.0,1034.0,236630.7495,228.8498545,1.7229,33.528,383.2299909948939,SOROTI,-0.0035827960127932,-0.1760879827914216,0.342,2,False,0.1036955735889763,0.338,False,False,2020
35,BUNYANGABU,Bunyangabu,"195,100",195100.0,KABAROLE,KABAROLE,BUNYANGABU,BUNYANGABU,BUNYANGABU,BUNYANGABU,Tooro,Bunyangabu District,9.0,1.0,10.0,3582.0,3016.0,6598.0,5607.0,4020.0,9627.0,1860.0,1647.0,3507.0,1932.0,9345.0,11277.0,10.0,0.0,10.0,3379.0,2862.0,6241.0,5085.0,3645.0,8730.0,1801.0,1644.0,3445.0,1782.0,1558.0,3340.0,21766.0,10.0,0.0,10.0,3227.0,2706.0,5933.0,4920.0,3519.0,8439.0,1736.0,38571.0,40307.0,1703.0,1504.0,3207.0,67.0,184.0,251.0,11058.0,18029.0,29087.0,1941.0,9346.0,11287.0,466.0,198021.5857,424.939025,0.4871,30.2051,109.91730988850476,BUNYANGABU,0.3870383997612358,0.8645458127228011,0.161,3,False,-0.4854701827400417,0.194,False,False,2020
36,IBANDA,Ibanda,"277,300",277300.0,IBANDA,IBANDA,IBANDA,IBANDA,IBANDA,IBANDA,Ankole,Ibanda District,17.0,17.0,34.0,20398.0,16228.0,36626.0,34625.0,22678.0,57303.0,9881.0,8214.0,18095.0,8104.0,6703.0,14807.0,8.0,15.0,23.0,19707.0,15557.0,35264.0,32750.0,21223.0,53973.0,7525.0,6394.0,13919.0,9404.0,7753.0,17157.0,120336.0,11.0,9.0,20.0,19453.0,15345.0,34798.0,32405.0,20880.0,53285.0,7446.0,6297.0,13743.0,9283.0,7631.0,16914.0,414.0,773.0,1187.0,64921.0,53840.0,118761.0,8121.0,6720.0,14841.0,622.0,283976.8883,456.5544828,0.0966,30.4818,423.7527945333149,IBANDA,-0.0450604773603263,-1.4435213973638108,0.032,4,True,-0.5598572353253323,0.031,False,True,2020
37,WAKISO,Wakiso,"2,915,200",2915200.0,WAKISO,WAKISO,WAKISO,WAKISO,WAKISO,WAKISO,South Central,Wakiso District,331.0,308.0,639.0,37127.0,31791.0,68918.0,78427.0,60878.0,139305.0,25218.0,23359.0,48577.0,29497.0,28045.0,57542.0,180.0,172.0,352.0,27802.0,24049.0,51851.0,59129.0,40753.0,99882.0,21357.0,18955.0,40312.0,18385.0,17245.0,35630.0,228027.0,193.0,188.0,381.0,27808.0,23854.0,51662.0,56741.0,43767.0,100508.0,21132.0,19230.0,40362.0,18394.0,16974.0,35368.0,1091.0,6914.0,8005.0,141103.0,144381.0,285484.0,29828.0,28353.0,58181.0,1884.0,2753785.676,1461.669679,0.063,32.4467,82.80491905645312,WAKISO,0.417753063973565,1.2396304700143084,0.074,3,False,-0.479437354270288,0.062,False,False,2020
38,AMOLATAR,Amolatar,"170,100",170100.0,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,Lango,Amolatar District,0.0,0.0,0.0,8194.0,5035.0,13229.0,9912.0,4633.0,14545.0,4170.0,3657.0,7827.0,3888.0,3812.0,7700.0,0.0,0.0,0.0,8101.0,4999.0,13100.0,9604.0,4548.0,14152.0,3789.0,3721.0,7510.0,4154.0,3645.0,7799.0,42561.0,0.0,0.0,0.0,7932.0,4932.0,12864.0,9420.0,4431.0,13851.0,3717.0,3669.0,7386.0,4089.0,3578.0,7667.0,310.0,567.0,877.0,22276.0,17137.0,39413.0,3888.0,3812.0,7700.0,1163.0,170846.7994,146.9018051,1.6054,32.8084,249.11792406688767,AMOLATAR,-0.0919936543905912,-0.4975885593272254,0.257,2,False,0.2189390709849279,0.227,False,False,2020
39,LAMWO,Lamwo,"143,800",143800.0,LAMWO,LAMWO,LAMWO,LAMWO,LAMWO,LAMWO,Acholi,Lamwo District,16.0,20.0,36.0,58962.0,41452.0,100414.0,38295.0,13266.0,51561.0,26623.0,22891.0,49514.0,27089.0,26321.0,53410.0,14.0,20.0,34.0,58514.0,41213.0,99727.0,37627.0,12941.0,50568.0,26817.0,26060.0,52877.0,26570.0,22721.0,49291.0,252497.0,14.0,20.0,34.0,58452.0,41171.0,99623.0,37585.0,12909.0,50494.0,26783.0,26033.0,52816.0,26542.0,22687.0,49229.0,877.0,2344.0,3221.0,123896.0,103950.0,227846.0,27105.0,26341.0,53446.0,5588.0,177231.4362,31.71643454,3.491,32.808,1424.673892023677,LAMWO,4.69871962079759,3.237122190346811,0.02,1,True,1.686491228536027,0.019,True,False,2020
40,KAABONG,Kaabong,"125,400",125400.0,KAABONG,KAABONG,KAABONG,KAABONG,KAABONG,KAABONG,Karamoja,Kaabong District,24.0,19.0,43.0,11411.0,8101.0,19512.0,21115.0,11821.0,32936.0,5983.0,5119.0,11102.0,15451.0,14652.0,30103.0,14.0,12.0,26.0,10820.0,7673.0,18493.0,19082.0,10536.0,29618.0,14708.0,14001.0,28709.0,5782.0,4829.0,10611.0,87457.0,14.0,12.0,26.0,10615.0,7531.0,18146.0,18637.0,10520.0,29157.0,14375.0,13668.0,28043.0,5654.0,4726.0,10380.0,275.0,1410.0,1685.0,38533.0,39712.0,78245.0,15475.0,14671.0,30146.0,4751.0,190691.9549,40.13722478,3.5696,34.242,458.6297311067106,KAABONG,0.0290606760768618,0.2709383842756321,0.31,1,False,0.1634563859900823,0.306,False,False,2020
41,IGANGA,Iganga,"402,600",402600.0,IGANGA,IGANGA,IGANGA,IGANGA,IGANGA,IGANGA,Busoga,Iganga District,38.0,28.0,66.0,32022.0,18354.0,50376.0,52871.0,25050.0,77921.0,21090.0,16244.0,37334.0,29955.0,26648.0,56603.0,35.0,23.0,58.0,31019.0,17591.0,48610.0,51023.0,23951.0,74974.0,29103.0,25811.0,54914.0,20304.0,15463.0,35767.0,214323.0,20.0,13.0,33.0,29506.0,16789.0,46295.0,48011.0,22468.0,70479.0,27773.0,24634.0,52407.0,19408.0,14824.0,34232.0,1979.0,4322.0,6301.0,106021.0,86324.0,192345.0,29993.0,26676.0,56669.0,633.0,389466.6445,615.2711604,0.7236,33.4832,550.2987303961534,IGANGA,0.081307179113334,0.3460653234846789,0.298,1,False,0.1885490293267592,0.266,False,False,2020
42,NAMAYINGO,Namayingo,"237,000",237000.0,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,Busoga,Namayingo District,131.0,48.0,179.0,23459.0,14516.0,37975.0,39489.0,20646.0,60135.0,16534.0,13286.0,29820.0,23114.0,20501.0,43615.0,114.0,35.0,149.0,22846.0,13977.0,36823.0,38237.0,20041.0,58278.0,22513.0,19926.0,42439.0,16056.0,12831.0,28887.0,166576.0,110.0,33.0,143.0,22578.0,13848.0,36426.0,37840.0,19717.0,57557.0,22208.0,19629.0,41837.0,15895.0,12699.0,28594.0,1399.0,3138.0,4537.0,79613.0,68997.0,148610.0,23245.0,20549.0,43794.0,587.0,244885.12,417.1807836,0.3426,33.8411,680.2209950527006,NAMAYINGO,0.0083413957746966,0.0134846001136571,0.422,1,False,0.0163517283389555,0.396,False,False,2020
43,RUKUNGIRI,Rukungiri,"333,800",333800.0,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,Kigezi,Rukungiri District,15.0,5.0,20.0,8226.0,6970.0,15196.0,12978.0,9354.0,22332.0,3648.0,3161.0,6809.0,3991.0,3480.0,7471.0,10.0,2.0,12.0,7713.0,6617.0,14330.0,11561.0,8525.0,20086.0,3514.0,3033.0,6547.0,3444.0,2972.0,6416.0,47391.0,10.0,2.0,12.0,7494.0,6430.0,13924.0,11240.0,8340.0,19580.0,3385.0,2924.0,6309.0,3341.0,2908.0,6249.0,139.0,408.0,547.0,24867.0,22970.0,47837.0,4006.0,3485.0,7491.0,1381.0,350222.7174,253.6008091,0.7518,29.9278,135.31675030056172,RUKUNGIRI,0.6175654252601623,2.139573817426446,0.001,3,True,-0.8448745326216562,0.001,False,True,2020
44,PAKWACH,Pakwach,"196,800",196800.0,NEBBI,NEBBI,PAKWACH,PAKWACH,PAKWACH,PAKWACH,West Nile,Pakwach District,47.0,40.0,87.0,22182.0,11081.0,33263.0,23289.0,9377.0,32666.0,12733.0,9599.0,22332.0,14909.0,14627.0,29536.0,47.0,39.0,86.0,22180.0,11072.0,33252.0,23203.0,9365.0,32568.0,15094.0,14605.0,29699.0,12715.0,9587.0,22302.0,117907.0,47.0,39.0,86.0,21397.0,10686.0,32083.0,22517.0,9224.0,31741.0,14780.0,14276.0,29056.0,12244.0,9252.0,21496.0,894.0,2172.0,3066.0,58251.0,44724.0,102975.0,14956.0,14667.0,29623.0,877.0,185796.111,211.8541744,2.4738,31.3999,634.6042409897374,PAKWACH,0.5455133769063824,1.6628495746171306,0.07,1,False,0.8108949656649282,0.056,False,False,2020
45,RUBANDA,Rubanda,"208,500",208500.0,KABALE,KABALE,RUBANDA,RUBANDA,RUBANDA,RUBANDA,Kigezi,Rubanda District,1.0,0.0,1.0,159.0,256.0,415.0,673.0,1609.0,2282.0,53.0,42.0,95.0,64.0,67.0,131.0,1.0,0.0,1.0,149.0,251.0,400.0,654.0,1575.0,2229.0,51.0,53.0,104.0,47.0,36.0,83.0,2817.0,1.0,0.0,1.0,145.0,250.0,395.0,646.0,1548.0,2194.0,50.0,51.0,101.0,45.0,36.0,81.0,6.0,16.0,22.0,886.0,1974.0,2860.0,65.0,67.0,132.0,660.0,226928.4991,343.8310592,1.1517,29.8352,12.413601690277956,RUBANDA,0.9537112236535192,1.9694221335058195,0.001,3,True,-0.8904720284002188,0.002,False,True,2020
46,LUUKA,Luuka,"267,100",267100.0,LUUKA,LUUKA,LUUKA,LUUKA,LUUKA,LUUKA,Busoga,Luuka District,73.0,45.0,118.0,27949.0,13899.0,41848.0,44769.0,18314.0,63083.0,20088.0,13877.0,33965.0,31004.0,25721.0,56725.0,72.0,41.0,113.0,26805.0,13264.0,40069.0,42635.0,17504.0,60139.0,29599.0,24582.0,54181.0,19215.0,13258.0,32473.0,186975.0,83.0,42.0,125.0,26922.0,13423.0,40345.0,42982.0,17638.0,60620.0,29967.0,24804.0,54771.0,19187.0,13342.0,32529.0,1769.0,4201.0,5970.0,92879.0,71856.0,164735.0,31077.0,25766.0,56843.0,650.0,272730.2396,419.5849839,0.7251,33.3037,685.5675420306419,LUUKA,0.2121902642115974,0.5499883126000806,0.23,1,False,0.2647259314336246,0.206,False,False,2020
47,KOLE,Kole,"284,300",284300.0,KOLE,KOLE,KOLE,KOLE,KOLE,KOLE,Lango,Kole District,7.0,7.0,14.0,25013.0,10753.0,35766.0,28261.0,9352.0,37613.0,10993.0,7875.0,18868.0,14751.0,13519.0,28270.0,6.0,7.0,13.0,24806.0,10666.0,35472.0,27984.0,9263.0,37247.0,14626.0,13411.0,28037.0,10913.0,7804.0,18717.0,119486.0,6.0,7.0,13.0,24450.0,10441.0,34891.0,27460.0,9134.0,36594.0,14465.0,13179.0,27644.0,10723.0,7663.0,18386.0,2162.0,5047.0,7209.0,64274.0,41506.0,105780.0,14758.0,13526.0,28284.0,1073.0,270939.1235,252.5061728,2.3031,0.0,441.00681531879246,KOLE,0.0470596460931555,0.6409279559298615,0.205,1,False,0.3649056312603892,0.195,False,False,2020
48,KALIRO,Kaliro,"288,500",288500.0,KALIRO,KALIRO,KALIRO,KALIRO,KALIRO,KALIRO,Busoga,Kaliro District,123.0,81.0,204.0,13510.0,6919.0,20429.0,26248.0,13948.0,40196.0,9909.0,6983.0,16892.0,18873.0,17085.0,35958.0,113.0,67.0,180.0,13411.0,6817.0,20228.0,25994.0,13751.0,39745.0,18638.0,16875.0,35513.0,9797.0,6909.0,16706.0,112372.0,110.0,65.0,175.0,13285.0,6783.0,20068.0,25824.0,13686.0,39510.0,18593.0,16789.0,35382.0,9676.0,6840.0,16516.0,2701.0,3935.0,6636.0,49790.0,45016.0,94806.0,18996.0,17166.0,36162.0,779.0,255125.7054,327.5041148,0.8927,33.5028,440.4573808970642,KALIRO,-0.0256539598319572,-0.5252427929164998,0.315,4,False,-0.1998734537952914,0.342,False,False,2020
49,OMORO,Omoro,"196,400",196400.0,GULU,OMORO,OMORO,OMORO,OMORO,OMORO,Acholi,Omoro District,12.0,7.0,19.0,35135.0,17696.0,52831.0,32071.0,10305.0,42376.0,16501.0,12523.0,29024.0,17472.0,15967.0,33439.0,9.0,6.0,15.0,34872.0,17606.0,52478.0,32076.0,10296.0,42372.0,17346.0,15839.0,33185.0,16283.0,12434.0,28717.0,156767.0,9.0,5.0,14.0,34662.0,17523.0,52185.0,31508.0,10227.0,41735.0,17230.0,15705.0,32935.0,16480.0,12381.0,28861.0,1549.0,2836.0,4385.0,83719.0,56498.0,140217.0,17484.0,15974.0,33458.0,1483.0,178645.0953,120.4619658,2.7152,32.492,877.5331880046305,OMORO,1.3077715314029434,2.189946296870137,0.049,1,True,0.9738058582851452,0.035,True,False,2020
50,RUKIGA,Rukiga,"105,400",105400.0,KABALE,KABALE,RUKIGA,RUKIGA,RUKIGA,RUKIGA,Kigezi,Rukiga District,0.0,0.0,0.0,135.0,177.0,312.0,481.0,625.0,1106.0,44.0,100.0,144.0,63.0,58.0,121.0,0.0,0.0,0.0,121.0,141.0,262.0,453.0,589.0,1042.0,58.0,49.0,107.0,44.0,48.0,92.0,1503.0,0.0,0.0,0.0,108.0,127.0,235.0,399.0,547.0,946.0,50.0,41.0,91.0,41.0,43.0,84.0,4.0,10.0,14.0,660.0,960.0,1620.0,63.0,58.0,121.0,426.0,118659.0444,278.5423578,1.1326,30.0434,12.666543941929808,RUKIGA,1.0306835826146905,1.90144309639488,0.001,3,True,-0.9623078452799269,0.001,False,True,2020
51,AMURU,Amuru,"216,800",216800.0,AMURU,AMURU,AMURU,AMURU,AMURU,AMURU,Acholi,Amuru District,33.0,30.0,63.0,37953.0,20401.0,58354.0,162960.0,12131.0,175091.0,17700.0,13944.0,31644.0,21552.0,20437.0,41989.0,31.0,29.0,60.0,37394.0,20262.0,57656.0,32532.0,11886.0,44418.0,21450.0,20254.0,41704.0,17640.0,13880.0,31520.0,175358.0,31.0,29.0,60.0,36832.0,22016.0,58848.0,31881.0,11851.0,43732.0,21180.0,20008.0,41188.0,17416.0,13709.0,31125.0,1290.0,2235.0,3525.0,218646.0,66943.0,285589.0,21585.0,20467.0,42052.0,3619.0,221144.9495,61.10664534,3.1042,32.0837,792.9550297055281,AMURU,2.5190446727134232,5.587312371772732,0.001,1,True,2.25430112628631,0.001,True,False,2020
52,KITGUM,Kitgum,"223,600",223600.0,KITGUM,KITGUM,KITGUM,KITGUM,KITGUM,KITGUM,Acholi,Kitgum District,45.0,37.0,82.0,43752.0,26231.0,69983.0,42231.0,16154.0,58385.0,21341.0,17099.0,38440.0,25976.0,26443.0,52419.0,36.0,37.0,73.0,41818.0,25077.0,66895.0,38520.0,14457.0,52977.0,24575.0,24843.0,49418.0,20470.0,16281.0,36751.0,206114.0,36.0,36.0,72.0,39903.0,23980.0,63883.0,37998.0,13903.0,51901.0,36660.0,23815.0,60475.0,19592.0,15539.0,35131.0,1017.0,2040.0,3057.0,107369.0,85964.0,193333.0,26021.0,26480.0,52501.0,4391.0,224721.6078,51.1777745,3.3397,33.1689,917.1970689326832,KITGUM,2.103022539047537,3.043371581575945,0.019,1,True,1.444575551312214,0.016,True,False,2020
53,KANUNGU,Kanungu,"277,300",277300.0,KANUNGU,KANUNGU,KANUNGU,KANUNGU,KANUNGU,KANUNGU,Kigezi,Kanungu District,9.0,10.0,19.0,12287.0,9808.0,22095.0,16454.0,10516.0,26970.0,6035.0,4945.0,10980.0,5106.0,4424.0,9530.0,7.0,10.0,17.0,12004.0,9582.0,21586.0,16017.0,10170.0,26187.0,4935.0,4289.0,9224.0,5850.0,4806.0,10656.0,67670.0,7.0,10.0,17.0,11890.0,9467.0,21357.0,15870.0,10059.0,25929.0,4884.0,4231.0,9115.0,5813.0,4755.0,10568.0,161.0,449.0,610.0,34785.0,29703.0,64488.0,5115.0,4434.0,9549.0,1275.0,285449.0367,223.8815974,0.8195,0.0,237.0650844799295,KANUNGU,0.4291785155049448,1.6804069086271427,0.003,3,True,-0.9603381675268392,0.005,False,True,2020
54,ZOMBO,Zombo,"283,100",283100.0,ZOMBO,ZOMBO,ZOMBO,ZOMBO,ZOMBO,ZOMBO,West Nile,Zombo District,13.0,12.0,25.0,15694.0,10009.0,25703.0,17793.0,8929.0,26722.0,7823.0,6483.0,14306.0,11862.0,11658.0,23520.0,11.0,10.0,21.0,15361.0,9862.0,25223.0,17279.0,8666.0,25945.0,11876.0,11413.0,23289.0,7725.0,6488.0,14213.0,88691.0,11.0,10.0,21.0,14530.0,9424.0,23954.0,16571.0,8392.0,24963.0,10919.0,10805.0,21724.0,7305.0,6164.0,13469.0,492.0,905.0,0.0,41323.0,37091.0,78414.0,11875.0,11670.0,23545.0,939.0,281289.8136,299.5631668,2.4882,30.8499,315.3011439160057,ZOMBO,-0.2111345341276909,-1.345212764376514,0.078,2,False,0.928515998695156,0.077,False,False,2020
55,JINJA,Jinja,"515,100",515100.0,JINJA,JINJA,JINJA,JINJA,JINJA,JINJA,Busoga,Jinja District,81.0,65.0,146.0,21401.0,12114.0,33515.0,38579.0,18762.0,57341.0,14175.0,10140.0,24315.0,22527.0,18560.0,41087.0,72.0,56.0,128.0,20220.0,11431.0,31651.0,35705.0,17322.0,53027.0,21447.0,17568.0,39015.0,13473.0,9665.0,23138.0,146959.0,72.0,56.0,128.0,20072.0,11373.0,31445.0,35471.0,17225.0,52696.0,21722.0,17443.0,39165.0,13391.0,9603.0,22994.0,907.0,2155.0,3062.0,74236.0,59641.0,133877.0,22608.0,18625.0,41233.0,499.0,256664.1006,514.3569151,0.5349,33.2139,572.5732568616181,JINJA,0.1334161027338582,0.5164236625579626,0.238,1,False,0.2696070242848049,0.21,False,False,2020
56,YUMBE,Yumbe,"663,600",663600.0,YUMBE,YUMBE,YUMBE,YUMBE,YUMBE,YUMBE,West Nile,Yumbe District,80.0,61.0,141.0,81956.0,51421.0,133377.0,78387.0,30203.0,108590.0,54359.0,45153.0,99512.0,74772.0,70076.0,144848.0,61.0,51.0,112.0,77993.0,49069.0,127062.0,73821.0,28523.0,102344.0,68979.0,68707.0,137686.0,51924.0,42768.0,94692.0,461896.0,57.0,38.0,95.0,77450.0,49220.0,126670.0,73503.0,28272.0,101775.0,68043.0,66283.0,134326.0,51584.0,43861.0,95445.0,2520.0,4706.0,7226.0,214782.0,196914.0,411696.0,74852.0,70137.0,144989.0,2323.0,723635.0354,311.50884,3.4698,31.2483,638.2996640629486,YUMBE,1.0967308842681818,3.3552172921801606,0.012,1,True,1.6007008258229152,0.013,True,False,2020
