,dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold,Year
580,IBANDA,Ibanda,"277,300",277300.0,IBANDA,IBANDA,IBANDA,IBANDA,IBANDA,IBANDA,Ankole,Ibanda District,14.0,7.0,21.0,13549.0,10956.0,36626.0,23406.0,14470.0,37876.0,13525.0,4754.0,18279.0,4523.0,3972.0,8495.0,12.0,7.0,19.0,13523.0,10936.0,24459.0,23352.0,14293.0,37645.0,4490.0,3944.0,8434.0,5561.0,4738.0,10299.0,80856.0,11.0,9.0,20.0,13348.0,10761.0,24109.0,23034.0,14045.0,37079.0,4404.0,3857.0,8261.0,5558.0,24029.0,29587.0,353.0,1188.0,1541.0,55017.0,34159.0,118761.0,4537.0,3979.0,8516.0,622.0,309466.0,497.5337621,0.0966,30.4818,261.2758752173098,IBANDA,0.0220772944453279,1.369115121598362,0.055,3,False,-0.5120466239631798,0.078,False,False,2024
581,WAKISO,Wakiso,"2,915,200",2915200.0,WAKISO,WAKISO,WAKISO,WAKISO,WAKISO,WAKISO,South Central,Wakiso District,434.0,402.0,836.0,36595.0,29733.0,68918.0,76274.0,48569.0,124843.0,77277.0,21846.0,99123.0,28266.0,26554.0,54820.0,207.0,222.0,443.0,28072.0,22651.0,50723.0,54615.0,35132.0,89747.0,19921.0,18791.0,38712.0,17118.0,15832.0,32950.0,212575.0,193.0,188.0,381.0,26790.0,25104.0,51894.0,54009.0,34743.0,88752.0,19723.0,18791.0,38514.0,16791.0,87584.0,104375.0,827.0,3820.0,4647.0,218846.0,127104.0,285484.0,28700.0,26956.0,55656.0,1884.0,3411177.0,1810.603503,0.063,32.4467,62.31720019219173,WAKISO,0.2526553063671803,0.7166092100336022,0.25,3,False,-0.2742187805914009,0.256,False,False,2024
582,AMOLATAR,Amolatar,"170,100",170100.0,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,Lango,Amolatar District,6.0,5.0,11.0,14051.0,7775.0,13229.0,14608.0,6702.0,21310.0,13206.0,3810.0,17016.0,4546.0,4217.0,8763.0,6.0,5.0,11.0,14028.0,7770.0,21798.0,14549.0,6702.0,21251.0,4543.0,4217.0,8760.0,4772.0,3810.0,8582.0,60402.0,0.0,0.0,0.0,13868.0,7770.0,21638.0,14429.0,6693.0,21122.0,4546.0,4211.0,8757.0,4771.0,22109.0,26880.0,843.0,1697.0,2540.0,46417.0,22509.0,39413.0,4552.0,4222.0,8774.0,1163.0,188715.0,162.2656922,1.6054,32.8084,320.06994674509184,AMOLATAR,0.1145662669471512,1.4330030097539974,0.094,1,False,0.5120541966135197,0.09,False,False,2024
583,LAMWO,Lamwo,"143,800",143800.0,LAMWO,LAMWO,LAMWO,LAMWO,LAMWO,LAMWO,Acholi,Lamwo District,31.0,26.0,57.0,48061.0,35377.0,100414.0,30575.0,9730.0,40305.0,56119.0,16437.0,72556.0,18752.0,18533.0,37285.0,31.0,26.0,57.0,46426.0,34038.0,80464.0,29409.0,9282.0,38691.0,17947.0,17722.0,35669.0,18384.0,15816.0,34200.0,189081.0,14.0,20.0,34.0,47339.0,35005.0,82344.0,30186.0,9565.0,39751.0,18578.0,18175.0,36753.0,18983.0,91001.0,109984.0,824.0,2043.0,2867.0,153538.0,80103.0,227846.0,18783.0,18559.0,37342.0,5588.0,213156.0,38.14531138,3.491,32.808,887.0545515960142,LAMWO,4.180316882200133,3.3235623826174225,0.005,1,True,1.557178502863571,0.009,True,False,2024
584,KAABONG,Kaabong,"125,400",125400.0,KAABONG,KAABONG,KAABONG,KAABONG,KAABONG,KAABONG,Karamoja,Kaabong District,3.0,0.0,3.0,4358.0,3429.0,19512.0,9575.0,5013.0,14588.0,14027.0,2094.0,16121.0,6031.0,5776.0,11807.0,3.0,0.0,3.0,4331.0,3416.0,7747.0,9456.0,4989.0,14445.0,5980.0,5728.0,11708.0,2453.0,2081.0,4534.0,38437.0,14.0,12.0,26.0,4290.0,3404.0,7694.0,9361.0,4947.0,14308.0,5926.0,5699.0,11625.0,2431.0,18553.0,20984.0,131.0,836.0,967.0,33994.0,16312.0,78245.0,6034.0,5776.0,11810.0,4751.0,264631.0,55.70006314,3.5696,34.242,145.24753335776987,KAABONG,-0.0931205802414686,-0.3507276600260115,0.308,2,False,0.1589454649580436,0.311,False,False,2024
585,IGANGA,Iganga,"402,600",402600.0,IGANGA,IGANGA,IGANGA,IGANGA,IGANGA,IGANGA,Busoga,Iganga District,33.0,16.0,49.0,36249.0,22824.0,50376.0,55861.0,25124.0,80985.0,69517.0,16707.0,86224.0,26723.0,24797.0,51520.0,30.0,16.0,45.0,35075.0,21929.0,57004.0,53573.0,24060.0,77633.0,25813.0,24009.0,49822.0,19309.0,16023.0,35332.0,219836.0,20.0,13.0,33.0,34141.0,21096.0,55237.0,51406.0,23293.0,74699.0,25387.0,23397.0,48784.0,18880.0,102196.0,121076.0,2277.0,6154.0,8431.0,188383.0,89468.0,192345.0,26756.0,24813.0,51569.0,633.0,426958.0,674.4992101,0.7236,33.4832,514.8890523189634,IGANGA,0.7519879914345378,1.6835543178471235,0.068,1,False,0.6880238034973647,0.059,False,False,2024
586,NAMAYINGO,Namayingo,"237,000",237000.0,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,Busoga,Namayingo District,16.0,4.0,20.0,11032.0,6993.0,37975.0,21237.0,12333.0,33570.0,16161.0,3914.0,20075.0,6077.0,5657.0,11734.0,15.0,4.0,19.0,11025.0,6977.0,18002.0,21214.0,12307.0,33521.0,6058.0,5656.0,11714.0,4844.0,3910.0,8754.0,72010.0,110.0,33.0,143.0,10833.0,6929.0,17762.0,20910.0,12122.0,33032.0,6021.0,5612.0,11633.0,4798.0,25110.0,29908.0,1219.0,2229.0,3448.0,54523.0,28901.0,148610.0,6093.0,5661.0,11754.0,587.0,266716.0,454.3713799,0.3426,33.8411,269.987552302824,NAMAYINGO,0.0008184124522623,0.3572631506148977,0.412,3,False,-0.2349216423713594,0.408,False,False,2024
587,RUKUNGIRI,Rukungiri,"333,800",333800.0,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,Kigezi,Rukungiri District,3.0,1.0,4.0,2452.0,2171.0,15196.0,5105.0,4145.0,9250.0,2742.0,926.0,3668.0,984.0,867.0,1851.0,3.0,1.0,4.0,2433.0,2153.0,4586.0,5057.0,4105.0,9162.0,975.0,852.0,1827.0,997.0,917.0,1914.0,17493.0,10.0,2.0,12.0,2424.0,2140.0,4564.0,5038.0,4093.0,9131.0,964.0,844.0,1808.0,990.0,4698.0,5688.0,46.0,197.0,243.0,11286.0,8110.0,47837.0,987.0,868.0,1855.0,1381.0,376110.0,272.346126,0.7518,29.9278,46.51032942490229,RUKUNGIRI,0.9291603530412198,2.467039925536508,0.001,3,True,-0.9213454489346316,0.001,False,True,2024
588,PAKWACH,Pakwach,"196,800",196800.0,NEBBI,NEBBI,PAKWACH,PAKWACH,PAKWACH,PAKWACH,West Nile,Pakwach District,7.0,8.0,15.0,7729.0,4026.0,33263.0,8221.0,4003.0,12224.0,7690.0,2003.0,9693.0,2789.0,2588.0,5377.0,7.0,6.0,13.0,7416.0,3910.0,11326.0,7765.0,3911.0,11676.0,2628.0,2407.0,5035.0,2457.0,1943.0,4400.0,32450.0,47.0,39.0,86.0,7557.0,3997.0,11554.0,7858.0,3947.0,11805.0,2697.0,2470.0,5167.0,2497.0,12152.0,14649.0,530.0,898.0,1428.0,26436.0,12628.0,102975.0,2796.0,2596.0,5392.0,877.0,206961.0,235.9874572,2.4738,31.3999,156.79282570146066,PAKWACH,-0.1225610219593489,-0.6109189266902116,0.238,2,False,0.2326350393981241,0.265,False,False,2024
589,RUBANDA,Rubanda,"208,500",208500.0,KABALE,KABALE,RUBANDA,RUBANDA,RUBANDA,RUBANDA,Kigezi,Rubanda District,0.0,0.0,0.0,216.0,294.0,415.0,687.0,1309.0,1996.0,233.0,88.0,321.0,73.0,75.0,148.0,0.0,0.0,0.0,150.0,246.0,396.0,609.0,1233.0,1842.0,54.0,54.0,108.0,45.0,61.0,106.0,2452.0,1.0,0.0,1.0,147.0,234.0,381.0,602.0,1227.0,1829.0,52.0,50.0,102.0,44.0,251.0,295.0,2.0,25.0,27.0,1209.0,1766.0,2860.0,73.0,75.0,148.0,660.0,249454.0,377.9606061,1.1517,29.8352,9.829467557144804,RUBANDA,1.2543994602945543,2.466529358237598,0.001,3,True,-1.0704985556477022,0.001,False,True,2024
590,LUUKA,Luuka,"267,100",267100.0,LUUKA,LUUKA,LUUKA,LUUKA,LUUKA,LUUKA,Busoga,Luuka District,3.0,2.0,5.0,30197.0,15017.0,41848.0,44511.0,14391.0,58902.0,55150.0,12663.0,67813.0,22374.0,19029.0,41403.0,3.0,2.0,5.0,30216.0,15014.0,45230.0,44456.0,14391.0,58847.0,22373.0,19032.0,41405.0,17087.0,12663.0,29750.0,175237.0,83.0,42.0,125.0,30107.0,14949.0,45056.0,43885.0,14289.0,58174.0,22312.0,18973.0,41285.0,17056.0,88031.0,105087.0,3102.0,8283.0,11385.0,152235.0,61102.0,164735.0,22377.0,19031.0,41408.0,650.0,298639.0,459.4446154,0.7251,33.3037,586.7853830209718,LUUKA,1.0879020294418662,1.976728243149593,0.043,1,True,0.7728188779683349,0.033,True,False,2024
591,KOLE,Kole,"284,300",284300.0,KOLE,KOLE,KOLE,KOLE,KOLE,KOLE,Lango,Kole District,54.0,61.0,115.0,25446.0,7355.0,35766.0,18392.0,6228.0,24620.0,16966.0,3987.0,20953.0,6344.0,5712.0,12056.0,48.0,53.0,114.0,14787.0,7249.0,22036.0,18146.0,6145.0,24291.0,6258.0,5644.0,11902.0,5360.0,3937.0,9297.0,67640.0,6.0,7.0,13.0,14926.0,7336.0,22262.0,18295.0,6219.0,24514.0,6334.0,5704.0,12038.0,5440.0,26903.0,32343.0,2124.0,4369.0,6493.0,67202.0,23343.0,105780.0,6398.0,5773.0,12171.0,1073.0,294301.0,274.278658,2.3031,0.0,229.83272228093008,KOLE,-0.0616477220270156,-0.7554983869983622,0.2,2,False,0.3295965139659073,0.221,False,False,2024
592,KALIRO,Kaliro,"288,500",288500.0,KALIRO,KALIRO,KALIRO,KALIRO,KALIRO,KALIRO,Busoga,Kaliro District,77.0,55.0,132.0,19445.0,10346.0,20429.0,33943.0,14805.0,48748.0,49206.0,8887.0,58093.0,21328.0,18391.0,39719.0,77.0,55.0,129.0,19425.0,10328.0,29753.0,33891.0,14792.0,48683.0,21321.0,18391.0,39712.0,12422.0,8887.0,21309.0,139586.0,110.0,65.0,175.0,19288.0,10248.0,29536.0,33442.0,14658.0,48100.0,21266.0,18344.0,39610.0,12388.0,73236.0,85624.0,3149.0,7978.0,11127.0,123999.0,52484.0,94806.0,21405.0,18446.0,39851.0,779.0,236199.0,303.2079589,0.8927,33.5028,590.9677856383812,KALIRO,1.3602256586199477,2.415549176650772,0.024,1,True,0.9514780955449568,0.013,True,False,2024
593,OMORO,Omoro,"196,400",196400.0,GULU,OMORO,OMORO,OMORO,OMORO,OMORO,Acholi,Omoro District,19.0,20.0,39.0,24113.0,12354.0,52831.0,25445.0,6780.0,32225.0,36863.0,8196.0,45059.0,13968.0,12880.0,26848.0,18.0,19.0,36.0,23731.0,12310.0,36041.0,25258.0,6734.0,31992.0,13909.0,12822.0,26731.0,11066.0,8165.0,19231.0,114031.0,9.0,5.0,14.0,23558.0,12176.0,35734.0,24858.0,6691.0,31549.0,13788.0,12719.0,26507.0,10923.0,56391.0,67314.0,1257.0,2688.0,3945.0,100408.0,40230.0,140217.0,13987.0,12900.0,26887.0,1483.0,207339.0,139.8105192,2.7152,32.492,549.9737145447792,OMORO,1.1488944302419652,2.336134253546025,0.027,1,True,0.918816358481609,0.015,True,False,2024
594,RUKIGA,Rukiga,"105,400",105400.0,KABALE,KABALE,RUKIGA,RUKIGA,RUKIGA,RUKIGA,Kigezi,Rukiga District,1.0,1.0,2.0,346.0,351.0,312.0,816.0,710.0,1526.0,479.0,134.0,613.0,164.0,144.0,308.0,1.0,1.0,2.0,336.0,341.0,677.0,761.0,678.0,1439.0,157.0,134.0,291.0,171.0,124.0,295.0,2704.0,0.0,0.0,0.0,333.0,332.0,665.0,752.0,669.0,1421.0,153.0,132.0,285.0,168.0,742.0,910.0,7.0,22.0,29.0,1806.0,1340.0,1620.0,165.0,145.0,310.0,426.0,132355.0,310.6924883,1.1326,30.0434,20.429904423708965,RUKIGA,1.22978003572096,2.2446410005417765,0.001,3,True,-1.0929154341025125,0.001,False,True,2024
595,AMURU,Amuru,"216,800",216800.0,AMURU,AMURU,AMURU,AMURU,AMURU,AMURU,Acholi,Amuru District,26.0,31.0,57.0,21617.0,11325.0,58354.0,21993.0,8407.0,30400.0,29923.0,6949.0,36872.0,11214.0,10510.0,21724.0,25.0,30.0,55.0,21490.0,11296.0,32786.0,21519.0,8349.0,29868.0,11086.0,10394.0,21480.0,8859.0,6935.0,15794.0,99983.0,31.0,29.0,60.0,21231.0,11177.0,32408.0,21128.0,8255.0,29383.0,10967.0,10304.0,21271.0,8757.0,45640.0,54397.0,937.0,1718.0,2655.0,84773.0,37222.0,285589.0,11240.0,10541.0,21781.0,3619.0,247574.0,68.40950539,3.1042,32.0837,403.8509698110464,AMURU,0.7106026871520226,3.177960595073043,0.006,1,True,1.1788842750643305,0.004,True,False,2024
596,KITGUM,Kitgum,"223,600",223600.0,KITGUM,KITGUM,KITGUM,KITGUM,KITGUM,KITGUM,Acholi,Kitgum District,24.0,16.0,40.0,32672.0,18967.0,69983.0,29819.0,10760.0,40579.0,49344.0,11171.0,60515.0,18765.0,17686.0,36451.0,23.0,16.0,38.0,32567.0,18920.0,51487.0,29604.0,10657.0,40261.0,18547.0,17559.0,36106.0,13894.0,11121.0,25015.0,152907.0,36.0,36.0,72.0,32229.0,18700.0,50929.0,29383.0,10491.0,39874.0,18439.0,17437.0,35876.0,13836.0,74572.0,88408.0,1290.0,2571.0,3861.0,130624.0,58600.0,193333.0,18789.0,17702.0,36491.0,4391.0,239655.0,54.57868367,3.3397,33.1689,638.029667647243,KITGUM,2.3744196761565672,3.437091154353511,0.003,1,True,1.4476862847637089,0.002,True,False,2024
597,KANUNGU,Kanungu,"277,300",277300.0,KANUNGU,KANUNGU,KANUNGU,KANUNGU,KANUNGU,KANUNGU,Kigezi,Kanungu District,27.0,11.0,38.0,4185.0,3425.0,22095.0,7825.0,5691.0,13516.0,5771.0,1844.0,7615.0,2137.0,1872.0,4009.0,24.0,11.0,35.0,3885.0,3230.0,7115.0,7055.0,5146.0,12201.0,1978.0,1746.0,3724.0,1869.0,1719.0,3588.0,26663.0,7.0,10.0,17.0,3859.0,3207.0,7066.0,7001.0,5118.0,12119.0,1957.0,1733.0,3690.0,1840.0,9085.0,10925.0,172.0,441.0,613.0,19945.0,12843.0,64488.0,2164.0,1883.0,4047.0,1275.0,310062.0,243.1858824,0.8195,0.0,85.99247892357012,KANUNGU,0.9302178360531698,1.9277723338341104,0.001,3,True,-1.115132129450607,0.001,False,True,2024
598,ZOMBO,Zombo,"283,100",283100.0,ZOMBO,ZOMBO,ZOMBO,ZOMBO,ZOMBO,ZOMBO,West Nile,Zombo District,7.0,8.0,15.0,8409.0,5456.0,25703.0,11549.0,5167.0,16716.0,12632.0,2923.0,15555.0,4667.0,4572.0,9239.0,6.0,8.0,14.0,8402.0,5450.0,13852.0,11192.0,5161.0,16353.0,4665.0,4566.0,9231.0,3489.0,2919.0,6408.0,45858.0,11.0,10.0,21.0,8308.0,5395.0,13703.0,11068.0,5119.0,16187.0,4614.0,4498.0,9112.0,3436.0,18873.0,22309.0,449.0,878.0,1327.0,37264.0,18126.0,78414.0,4674.0,4580.0,9254.0,939.0,312621.0,332.9297125,2.4882,30.8499,146.6888020958285,ZOMBO,0.0441459644455058,0.0196691966954653,0.427,3,False,-0.0824457188158607,0.468,False,False,2024
599,JINJA,Jinja,"515,100",515100.0,JINJA,JINJA,JINJA,JINJA,JINJA,JINJA,Busoga,Jinja District,40.0,24.0,64.0,15929.0,9456.0,33515.0,28175.0,12896.0,41071.0,32498.0,7806.0,40304.0,12703.0,11088.0,23791.0,34.0,19.0,53.0,15425.0,9197.0,24622.0,26154.0,12205.0,38359.0,12412.0,10873.0,23285.0,10094.0,7675.0,17769.0,104088.0,72.0,56.0,128.0,15168.0,9011.0,24179.0,25764.0,12015.0,37779.0,12237.0,10822.0,23059.0,9910.0,50392.0,60302.0,847.0,2225.0,3072.0,89345.0,41270.0,133877.0,12743.0,11112.0,23855.0,499.0,280905.0,562.9358717,0.5349,33.2139,370.5452021145939,JINJA,0.2201441375208297,1.1561807774374369,0.129,1,False,0.4883280962828935,0.114,False,False,2024
600,YUMBE,Yumbe,"663,600",663600.0,YUMBE,YUMBE,YUMBE,YUMBE,YUMBE,YUMBE,West Nile,Yumbe District,28.0,35.0,63.0,27513.0,17736.0,133377.0,29194.0,11628.0,40822.0,43496.0,9641.0,53137.0,16660.0,15797.0,32457.0,28.0,34.0,69.0,27303.0,17545.0,44848.0,28820.0,11586.0,40406.0,16451.0,15586.0,32037.0,11812.0,9576.0,21388.0,138748.0,57.0,38.0,95.0,27090.0,17416.0,44506.0,28587.0,11359.0,39946.0,16352.0,15489.0,31841.0,11719.0,64794.0,76513.0,964.0,1895.0,2859.0,116891.0,54837.0,411696.0,16688.0,15832.0,32520.0,2323.0,945100.0,406.8445975,3.4698,31.2483,146.80774521214687,YUMBE,0.0961241142290272,0.356598159989318,0.415,3,False,-0.1747459881389426,0.366,False,False,2024
601,BUYENDE,Buyende,"414,600",414600.0,BUYENDE,BUYENDE,BUYENDE,BUYENDE,BUYENDE,BUYENDE,Busoga,Buyende District,21.0,18.0,39.0,17497.0,9113.0,19719.0,29478.0,10377.0,39855.0,42667.0,8054.0,50721.0,17732.0,15785.0,33517.0,21.0,18.0,38.0,17497.0,9113.0,26610.0,29454.0,10377.0,39831.0,17730.0,15775.0,33505.0,11097.0,8051.0,19148.0,119132.0,26.0,19.0,45.0,17300.0,8954.0,26254.0,28920.0,10251.0,39171.0,17592.0,15599.0,33191.0,10986.0,63120.0,74106.0,4982.0,10330.0,15312.0,107395.0,43347.0,87390.0,17753.0,15803.0,33556.0,1379.0,403486.0,292.5931835,1.2414,33.1239,295.25683666843463,BUYENDE,0.0747201730324686,1.8011538011914383,0.058,1,False,0.6706857378736001,0.04,True,False,2024
602,KISORO,Kisoro,"315,400",315400.0,KISORO,KISORO,KISORO,KISORO,KISORO,KISORO,Kigezi,Kisoro District,1.0,0.0,1.0,1162.0,1374.0,2639.0,2713.0,2870.0,5583.0,2966.0,707.0,3673.0,1132.0,1093.0,2225.0,1.0,0.0,1.0,1156.0,1372.0,2528.0,2676.0,2852.0,5528.0,1125.0,1089.0,2214.0,776.0,705.0,1481.0,11752.0,0.0,2.0,2.0,1153.0,1369.0,2522.0,2671.0,2844.0,5515.0,1125.0,1089.0,2214.0,776.0,4471.0,5247.0,1.0,58.0,59.0,7974.0,6044.0,11203.0,1133.0,1093.0,2226.0,690.0,433662.0,628.4956522,1.1539,29.6499,27.099446112410124,KISORO,1.1252434477290565,1.4358331151919712,0.012,3,True,-1.0274046675013686,0.015,False,True,2024
603,NAKAPIRIPIRIT,Nakapiripirit,"113,300",113300.0,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,Karamoja,Nakapiripirit District,14.0,10.0,24.0,5100.0,3234.0,10575.0,8283.0,7770.0,16053.0,22601.0,2701.0,25302.0,10463.0,9619.0,20082.0,14.0,10.0,25.0,5085.0,3230.0,8315.0,8237.0,7772.0,16009.0,10460.0,9636.0,20096.0,3371.0,2700.0,6071.0,50516.0,7.0,4.0,11.0,5026.0,3190.0,8216.0,8160.0,7381.0,15541.0,10373.0,9529.0,19902.0,3343.0,29265.0,32608.0,324.0,784.0,1108.0,46461.0,23334.0,51043.0,10477.0,9629.0,20106.0,2641.0,111681.0,42.28739114,1.7013,34.5971,452.3240300498742,NAKAPIRIPIRIT,0.0600809801206901,0.2364122113418267,0.366,1,False,0.0790106517289795,0.375,False,False,2024
604,GULU,Gulu,"325,600",325600.0,GULU,GULU,GULU,GULU,GULU,GULU,Acholi,Gulu District,42.0,41.0,83.0,19405.0,10275.0,45521.0,18671.0,7370.0,26041.0,26473.0,6521.0,32994.0,9681.0,8834.0,18515.0,34.0,37.0,73.0,17916.0,9437.0,27353.0,17232.0,6948.0,24180.0,9011.0,8223.0,17234.0,8151.0,6029.0,14180.0,83020.0,9.0,5.0,14.0,19033.0,10055.0,29088.0,18233.0,7276.0,25509.0,9491.0,8600.0,18091.0,8640.0,41769.0,50409.0,830.0,1792.0,2622.0,74272.0,33041.0,120518.0,9723.0,8875.0,18598.0,1721.0,135373.0,78.65950029,2.955,32.4467,613.2685247427479,GULU,2.652845948826894,3.631349286909751,0.005,1,True,1.728651241964325,0.003,True,False,2024
605,BUKOMANSIMBI,Bukomansimbi,"156,600",156600.0,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,South Central,Bukomansimbi District,3.0,9.0,12.0,3629.0,3110.0,7659.0,4753.0,2612.0,7365.0,6630.0,2023.0,8653.0,2136.0,2244.0,4380.0,3.0,9.0,12.0,3617.0,3101.0,6718.0,4738.0,2570.0,7308.0,2119.0,2222.0,4341.0,2139.0,2047.0,4186.0,22565.0,4.0,4.0,8.0,3589.0,3085.0,6674.0,4647.0,2534.0,7181.0,2105.0,2207.0,4312.0,2121.0,10579.0,12700.0,165.0,544.0,709.0,17151.0,9998.0,24017.0,2139.0,2253.0,4392.0,600.0,197568.0,329.28,0.1433,31.6055,114.21384029802398,BUKOMANSIMBI,-0.304895050252813,-1.014508935558553,0.153,2,False,0.4233719065735472,0.154,False,False,2024
606,DOKOLO,Dokolo,"215,500",215500.0,DOKOLO,DOKOLO,DOKOLO,DOKOLO,DOKOLO,DOKOLO,Lango,Dokolo District,19.0,18.0,37.0,24408.0,12860.0,26575.0,22867.0,8060.0,30927.0,24586.0,6138.0,30724.0,8961.0,7877.0,16838.0,19.0,18.0,37.0,24408.0,12860.0,37268.0,22857.0,8060.0,30917.0,8961.0,7877.0,16838.0,8832.0,6138.0,14970.0,100030.0,11.0,3.0,14.0,24106.0,12661.0,36767.0,22460.0,7919.0,30379.0,8835.0,7746.0,16581.0,8727.0,40097.0,48824.0,1367.0,2567.0,3934.0,80841.0,34953.0,82319.0,8980.0,7895.0,16875.0,1004.0,215625.0,214.7659363,1.9131,33.1717,463.9072463768116,DOKOLO,0.48720996141465,1.4268963501073242,0.095,1,False,0.5622185797319861,0.087,False,False,2024
607,KWEEN,Kween,"109,500",109500.0,KWEEN,KWEEN,KWEEN,KWEEN,KWEEN,KWEEN,Bugisu,Kween District,0.0,0.0,0.0,1962.0,1925.0,3551.0,4730.0,3896.0,8626.0,2341.0,778.0,3119.0,743.0,746.0,1489.0,0.0,0.0,0.0,1909.0,1874.0,3783.0,4434.0,3783.0,8217.0,710.0,723.0,1433.0,821.0,763.0,1584.0,15017.0,3.0,3.0,6.0,1907.0,1884.0,3791.0,4423.0,3761.0,8184.0,714.0,716.0,1430.0,827.0,3843.0,4670.0,59.0,126.0,185.0,9776.0,7345.0,12097.0,743.0,746.0,1489.0,851.0,129277.0,151.9118684,1.4126,34.5528,116.16142082505009,KWEEN,0.1380108508211577,0.5131917506336512,0.334,3,False,-0.2016913193746179,0.33,False,False,2024
608,SERERE,Serere,"359,500",359500.0,SERERE,SERERE,SERERE,SERERE,SERERE,SERERE,Teso,Serere District,15.0,9.0,24.0,31171.0,17371.0,15138.0,27434.0,8900.0,36334.0,31974.0,9787.0,41761.0,10399.0,9889.0,20288.0,15.0,9.0,23.0,31162.0,17358.0,48520.0,27414.0,8858.0,36272.0,10391.0,9879.0,20270.0,12192.0,9778.0,21970.0,127055.0,4.0,8.0,12.0,30466.0,17002.0,47468.0,26472.0,8551.0,35023.0,10116.0,9496.0,19612.0,11926.0,53072.0,64998.0,1571.0,3962.0,5533.0,100993.0,45956.0,42409.0,10414.0,9898.0,20312.0,1495.0,358123.0,239.5471572,1.4994,33.549,354.78034083261895,SERERE,0.1665324330151651,1.1115452572999862,0.14,1,False,0.4384235751833108,0.131,False,False,2024
609,AMURIA,Amuria,"225,000",225000.0,AMURIA,AMURIA,AMURIA,AMURIA,AMURIA,AMURIA,Teso,Amuria District,25.0,16.0,41.0,26747.0,14722.0,42734.0,28263.0,8555.0,36818.0,29784.0,8139.0,37923.0,10375.0,9319.0,19694.0,25.0,16.0,41.0,26690.0,14695.0,41385.0,28139.0,8518.0,36657.0,10317.0,9307.0,19624.0,11123.0,8135.0,19258.0,116965.0,16.0,11.0,27.0,26295.0,14451.0,40746.0,27669.0,8333.0,36002.0,10158.0,9159.0,19317.0,10950.0,49217.0,60167.0,1145.0,2837.0,3982.0,95194.0,40751.0,119855.0,10400.0,9335.0,19735.0,1383.0,251653.0,181.9616775,2.0302,33.6428,464.7868294834554,AMURIA,0.6047071458637481,1.630568333273885,0.076,1,False,0.6931513543200408,0.056,False,False,2024
